"GEO_ID","NAME","B01003_001E","B01003_001M",
"1500000US170310107022","Block Group 2, Census Tract 107.02, Cook County, Illinois","1910","539",
"1500000US170310107023","Block Group 3, Census Tract 107.02, Cook County, Illinois","1351","466",
"1500000US170310107024","Block Group 4, Census Tract 107.02, Cook County, Illinois","639","298",
"1500000US170310201001","Block Group 1, Census Tract 201, Cook County, Illinois","2227","566",
"1500000US170310201002","Block Group 2, Census Tract 201, Cook County, Illinois","1955","452",
"1500000US170310202001","Block Group 1, Census Tract 202, Cook County, Illinois","1524","579",
"1500000US170310202002","Block Group 2, Census Tract 202, Cook County, Illinois","1677","752",
"1500000US170310202003","Block Group 3, Census Tract 202, Cook County, Illinois","1576","374",
"1500000US170310202004","Block Group 4, Census Tract 202, Cook County, Illinois","1779","322",
"1500000US170310203011","Block Group 1, Census Tract 203.01, Cook County, Illinois","1523","318",
"1500000US170310203012","Block Group 2, Census Tract 203.01, Cook County, Illinois","1250","381",
"1500000US170310203013","Block Group 3, Census Tract 203.01, Cook County, Illinois","2460","517",
"1500000US170310203021","Block Group 1, Census Tract 203.02, Cook County, Illinois","1119","426",
"1500000US170310203022","Block Group 2, Census Tract 203.02, Cook County, Illinois","738","387",
"1500000US170310203023","Block Group 3, Census Tract 203.02, Cook County, Illinois","2657","479",
"1500000US170310204001","Block Group 1, Census Tract 204, Cook County, Illinois","810","194",
"1500000US170310204002","Block Group 2, Census Tract 204, Cook County, Illinois","1551","315",
"1500000US170310204003","Block Group 3, Census Tract 204, Cook County, Illinois","2019","373",
"1500000US170310205001","Block Group 1, Census Tract 205, Cook County, Illinois","2375","532",
"1500000US170310205002","Block Group 2, Census Tract 205, Cook County, Illinois","748","460",
"1500000US170310205003","Block Group 3, Census Tract 205, Cook County, Illinois","1650","437",
"1500000US170310205004","Block Group 4, Census Tract 205, Cook County, Illinois","1271","474",
"1500000US170310206011","Block Group 1, Census Tract 206.01, Cook County, Illinois","2331","658",
"1500000US170310206012","Block Group 2, Census Tract 206.01, Cook County, Illinois","2765","583",
"1500000US170310206013","Block Group 3, Census Tract 206.01, Cook County, Illinois","1499","521",
"1500000US170310206021","Block Group 1, Census Tract 206.02, Cook County, Illinois","780","256",
"1500000US170310206022","Block Group 2, Census Tract 206.02, Cook County, Illinois","930","331",
"1500000US170310206023","Block Group 3, Census Tract 206.02, Cook County, Illinois","1215","392",
"1500000US170310206024","Block Group 4, Census Tract 206.02, Cook County, Illinois","1007","326",
"1500000US170310207011","Block Group 1, Census Tract 207.01, Cook County, Illinois","753","152",
"1500000US170310207012","Block Group 2, Census Tract 207.01, Cook County, Illinois","1167","346",
"1500000US170310207021","Block Group 1, Census Tract 207.02, Cook County, Illinois","2171","674",
"1500000US170310207022","Block Group 2, Census Tract 207.02, Cook County, Illinois","3175","1012",
"1500000US170310207023","Block Group 3, Census Tract 207.02, Cook County, Illinois","1730","455",
"1500000US170310207024","Block Group 4, Census Tract 207.02, Cook County, Illinois","934","457",
"1500000US170310208011","Block Group 1, Census Tract 208.01, Cook County, Illinois","1445","764",
"1500000US170310208012","Block Group 2, Census Tract 208.01, Cook County, Illinois","1078","495",
"1500000US170310208013","Block Group 3, Census Tract 208.01, Cook County, Illinois","864","351",
"1500000US170310208014","Block Group 4, Census Tract 208.01, Cook County, Illinois","1410","450",
"1500000US170310208021","Block Group 1, Census Tract 208.02, Cook County, Illinois","790","441",
"1500000US170310208022","Block Group 2, Census Tract 208.02, Cook County, Illinois","2362","974",
"1500000US170310208023","Block Group 3, Census Tract 208.02, Cook County, Illinois","2356","799",
"1500000US170310208024","Block Group 4, Census Tract 208.02, Cook County, Illinois","1743","725",
"1500000US170310209011","Block Group 1, Census Tract 209.01, Cook County, Illinois","2281","823",
"1500000US170310209012","Block Group 2, Census Tract 209.01, Cook County, Illinois","1080","428",
"1500000US170310209013","Block Group 3, Census Tract 209.01, Cook County, Illinois","2002","538",
"1500000US170310209021","Block Group 1, Census Tract 209.02, Cook County, Illinois","2583","515",
"1500000US170310209022","Block Group 2, Census Tract 209.02, Cook County, Illinois","1945","449",
"1500000US170310301011","Block Group 1, Census Tract 301.01, Cook County, Illinois","904","332",
"1500000US170310301012","Block Group 2, Census Tract 301.01, Cook County, Illinois","426","154",
"1500000US170310301013","Block Group 3, Census Tract 301.01, Cook County, Illinois","1180","378",
"1500000US170310301014","Block Group 4, Census Tract 301.01, Cook County, Illinois","1345","252",
"1500000US170310301021","Block Group 1, Census Tract 301.02, Cook County, Illinois","1133","197",
"1500000US170310301022","Block Group 2, Census Tract 301.02, Cook County, Illinois","1064","258",
"1500000US170310301023","Block Group 3, Census Tract 301.02, Cook County, Illinois","904","313",
"1500000US170310301031","Block Group 1, Census Tract 301.03, Cook County, Illinois","850","237",
"1500000US170310301032","Block Group 2, Census Tract 301.03, Cook County, Illinois","1288","333",
"1500000US170310301041","Block Group 1, Census Tract 301.04, Cook County, Illinois","2833","452",
"1500000US170310301042","Block Group 2, Census Tract 301.04, Cook County, Illinois","703","285",
"1500000US170310302001","Block Group 1, Census Tract 302, Cook County, Illinois","1420","373",
"1500000US170310302002","Block Group 2, Census Tract 302, Cook County, Illinois","1397","255",
"1500000US170310302003","Block Group 3, Census Tract 302, Cook County, Illinois","1064","210",
"1500000US170310302004","Block Group 4, Census Tract 302, Cook County, Illinois","1828","605",
"1500000US170310303001","Block Group 1, Census Tract 303, Cook County, Illinois","1306","274",
"1500000US170310303002","Block Group 2, Census Tract 303, Cook County, Illinois","1625","313",
"1500000US170310304001","Block Group 1, Census Tract 304, Cook County, Illinois","1450","217",
"1500000US170310304002","Block Group 2, Census Tract 304, Cook County, Illinois","1139","227",
"1500000US170310305001","Block Group 1, Census Tract 305, Cook County, Illinois","1236","421",
"1500000US170310305002","Block Group 2, Census Tract 305, Cook County, Illinois","1909","526",
"1500000US170310305003","Block Group 3, Census Tract 305, Cook County, Illinois","1691","435",
"1500000US170310305004","Block Group 4, Census Tract 305, Cook County, Illinois","1752","383",
"1500000US170310306011","Block Group 1, Census Tract 306.01, Cook County, Illinois","783","235",
"1500000US170310306012","Block Group 2, Census Tract 306.01, Cook County, Illinois","746","311",
"1500000US170310306013","Block Group 3, Census Tract 306.01, Cook County, Illinois","1640","314",
"1500000US170310306031","Block Group 1, Census Tract 306.03, Cook County, Illinois","1098","405",
"1500000US170310306032","Block Group 2, Census Tract 306.03, Cook County, Illinois","1025","247",
"1500000US170310306041","Block Group 1, Census Tract 306.04, Cook County, Illinois","1068","223",
"1500000US170310306042","Block Group 2, Census Tract 306.04, Cook County, Illinois","1004","179",
"1500000US170310306043","Block Group 3, Census Tract 306.04, Cook County, Illinois","788","252",
"1500000US170310307011","Block Group 1, Census Tract 307.01, Cook County, Illinois","1973","255",
"1500000US170310307021","Block Group 1, Census Tract 307.02, Cook County, Illinois","863","169",
"1500000US170310307022","Block Group 2, Census Tract 307.02, Cook County, Illinois","675","197",
"1500000US170310307031","Block Group 1, Census Tract 307.03, Cook County, Illinois","780","204",
"1500000US170310307032","Block Group 2, Census Tract 307.03, Cook County, Illinois","457","172",
"1500000US170310307033","Block Group 3, Census Tract 307.03, Cook County, Illinois","1383","260",
"1500000US170310307061","Block Group 1, Census Tract 307.06, Cook County, Illinois","2145","316",
"1500000US170310307062","Block Group 2, Census Tract 307.06, Cook County, Illinois","1194","195",
"1500000US170310308001","Block Group 1, Census Tract 308, Cook County, Illinois","1217","358",
"1500000US170310308002","Block Group 2, Census Tract 308, Cook County, Illinois","1143","225",
"1500000US170310308003","Block Group 3, Census Tract 308, Cook County, Illinois","717","172",
"1500000US170310308004","Block Group 4, Census Tract 308, Cook County, Illinois","1123","384",
"1500000US170310309001","Block Group 1, Census Tract 309, Cook County, Illinois","316","91",
"1500000US170310309002","Block Group 2, Census Tract 309, Cook County, Illinois","1064","271",
"1500000US170310309003","Block Group 3, Census Tract 309, Cook County, Illinois","927","301",
"1500000US170310309004","Block Group 4, Census Tract 309, Cook County, Illinois","972","349",
"1500000US170310310001","Block Group 1, Census Tract 310, Cook County, Illinois","1077","318",
"1500000US170310310002","Block Group 2, Census Tract 310, Cook County, Illinois","974","214",
"1500000US170310310003","Block Group 3, Census Tract 310, Cook County, Illinois","1167","214",
"1500000US170310311001","Block Group 1, Census Tract 311, Cook County, Illinois","1781","367",
"1500000US170310311002","Block Group 2, Census Tract 311, Cook County, Illinois","767","273",
"1500000US170310311003","Block Group 3, Census Tract 311, Cook County, Illinois","1680","478",
"1500000US170310312001","Block Group 1, Census Tract 312, Cook County, Illinois","1353","441",
"1500000US170310312002","Block Group 2, Census Tract 312, Cook County, Illinois","1646","436",
"1500000US170310312003","Block Group 3, Census Tract 312, Cook County, Illinois","936","240",
"1500000US170310312004","Block Group 4, Census Tract 312, Cook County, Illinois","1388","387",
"1500000US170310313001","Block Group 1, Census Tract 313, Cook County, Illinois","1235","445",
"1500000US170310313002","Block Group 2, Census Tract 313, Cook County, Illinois","1369","304",
"1500000US170310313003","Block Group 3, Census Tract 313, Cook County, Illinois","708","464",
"1500000US170310313004","Block Group 4, Census Tract 313, Cook County, Illinois","2492","443",
"1500000US170310313005","Block Group 5, Census Tract 313, Cook County, Illinois","1687","355",
"1500000US170310314001","Block Group 1, Census Tract 314, Cook County, Illinois","1430","251",
"1500000US170310314002","Block Group 2, Census Tract 314, Cook County, Illinois","819","298",
"1500000US170310314003","Block Group 3, Census Tract 314, Cook County, Illinois","865","209",
"1500000US170310314004","Block Group 4, Census Tract 314, Cook County, Illinois","109","160",
"1500000US170310314005","Block Group 5, Census Tract 314, Cook County, Illinois","1211","263",
"1500000US170310314006","Block Group 6, Census Tract 314, Cook County, Illinois","782","203",
"1500000US170310315011","Block Group 1, Census Tract 315.01, Cook County, Illinois","833","308",
"1500000US170310315012","Block Group 2, Census Tract 315.01, Cook County, Illinois","1448","296",
"1500000US170310315013","Block Group 3, Census Tract 315.01, Cook County, Illinois","1040","367",
"1500000US170310315021","Block Group 1, Census Tract 315.02, Cook County, Illinois","1703","456",
"1500000US170310315022","Block Group 2, Census Tract 315.02, Cook County, Illinois","1355","424",
"1500000US170310315023","Block Group 3, Census Tract 315.02, Cook County, Illinois","1474","375",
"1500000US170310317001","Block Group 1, Census Tract 317, Cook County, Illinois","1885","379",
"1500000US170310317002","Block Group 2, Census Tract 317, Cook County, Illinois","1859","377",
"1500000US170310317003","Block Group 3, Census Tract 317, Cook County, Illinois","1481","232",
"1500000US170310317004","Block Group 4, Census Tract 317, Cook County, Illinois","1339","384",
"1500000US170310318001","Block Group 1, Census Tract 318, Cook County, Illinois","1774","137",
"1500000US170310319001","Block Group 1, Census Tract 319, Cook County, Illinois","1039","159",
"1500000US170310319002","Block Group 2, Census Tract 319, Cook County, Illinois","1233","206",
"1500000US170310321001","Block Group 1, Census Tract 321, Cook County, Illinois","1436","291",
"1500000US170310321002","Block Group 2, Census Tract 321, Cook County, Illinois","1626","502",
"1500000US170310321003","Block Group 3, Census Tract 321, Cook County, Illinois","1703","414",
"1500000US170310321004","Block Group 4, Census Tract 321, Cook County, Illinois","1100","300",
"1500000US170310321005","Block Group 5, Census Tract 321, Cook County, Illinois","1103","450",
"1500000US170310401001","Block Group 1, Census Tract 401, Cook County, Illinois","1340","259",
"1500000US170310401002","Block Group 2, Census Tract 401, Cook County, Illinois","1726","300",
"1500000US170310401003","Block Group 3, Census Tract 401, Cook County, Illinois","1008","256",
"1500000US170310402011","Block Group 1, Census Tract 402.01, Cook County, Illinois","774","261",
"1500000US170310402012","Block Group 2, Census Tract 402.01, Cook County, Illinois","1507","345",
"1500000US170310402013","Block Group 3, Census Tract 402.01, Cook County, Illinois","1378","358",
"1500000US170310402014","Block Group 4, Census Tract 402.01, Cook County, Illinois","2020","687",
"1500000US170310402021","Block Group 1, Census Tract 402.02, Cook County, Illinois","656","223",
"1500000US170310402022","Block Group 2, Census Tract 402.02, Cook County, Illinois","2750","768",
"1500000US170310402023","Block Group 3, Census Tract 402.02, Cook County, Illinois","1647","515",
"1500000US170310402024","Block Group 4, Census Tract 402.02, Cook County, Illinois","1763","407",
"1500000US170310403001","Block Group 1, Census Tract 403, Cook County, Illinois","996","219",
"1500000US170310403002","Block Group 2, Census Tract 403, Cook County, Illinois","820","256",
"1500000US170310403003","Block Group 3, Census Tract 403, Cook County, Illinois","729","174",
"1500000US170310404011","Block Group 1, Census Tract 404.01, Cook County, Illinois","834","274",
"1500000US170310404012","Block Group 2, Census Tract 404.01, Cook County, Illinois","512","161",
"1500000US170310404013","Block Group 3, Census Tract 404.01, Cook County, Illinois","641","269",
"1500000US170310404014","Block Group 4, Census Tract 404.01, Cook County, Illinois","995","257",
"1500000US170310404021","Block Group 1, Census Tract 404.02, Cook County, Illinois","463","182",
"1500000US170310404022","Block Group 2, Census Tract 404.02, Cook County, Illinois","695","160",
"1500000US170310404023","Block Group 3, Census Tract 404.02, Cook County, Illinois","1475","313",
"1500000US170310404024","Block Group 4, Census Tract 404.02, Cook County, Illinois","578","302",
"1500000US170310404025","Block Group 5, Census Tract 404.02, Cook County, Illinois","1220","276",
"1500000US170310406001","Block Group 1, Census Tract 406, Cook County, Illinois","725","218",
"1500000US170310406002","Block Group 2, Census Tract 406, Cook County, Illinois","992","219",
"1500000US170310406003","Block Group 3, Census Tract 406, Cook County, Illinois","812","232",
"1500000US170310407001","Block Group 1, Census Tract 407, Cook County, Illinois","850","204",
"1500000US170310407002","Block Group 2, Census Tract 407, Cook County, Illinois","835","164",
"1500000US170310407003","Block Group 3, Census Tract 407, Cook County, Illinois","751","207",
"1500000US170310407004","Block Group 4, Census Tract 407, Cook County, Illinois","732","218",
"1500000US170310408001","Block Group 1, Census Tract 408, Cook County, Illinois","799","141",
"1500000US170310408002","Block Group 2, Census Tract 408, Cook County, Illinois","967","165",
"1500000US170310409001","Block Group 1, Census Tract 409, Cook County, Illinois","1428","183",
"1500000US170310409002","Block Group 2, Census Tract 409, Cook County, Illinois","746","181",
"1500000US170310501001","Block Group 1, Census Tract 501, Cook County, Illinois","900","328",
"1500000US170310501002","Block Group 2, Census Tract 501, Cook County, Illinois","1658","228",
"1500000US170310502001","Block Group 1, Census Tract 502, Cook County, Illinois","1035","308",
"1500000US170310502002","Block Group 2, Census Tract 502, Cook County, Illinois","2145","413",
"1500000US170310502003","Block Group 3, Census Tract 502, Cook County, Illinois","1892","377",
"1500000US170310503001","Block Group 1, Census Tract 503, Cook County, Illinois","1086","254",
"1500000US170310503002","Block Group 2, Census Tract 503, Cook County, Illinois","621","145",
"1500000US170310503003","Block Group 3, Census Tract 503, Cook County, Illinois","824","181",
"1500000US170310505001","Block Group 1, Census Tract 505, Cook County, Illinois","974","314",
"1500000US170310505002","Block Group 2, Census Tract 505, Cook County, Illinois","1486","328",
"1500000US170310505003","Block Group 3, Census Tract 505, Cook County, Illinois","578","152",
"1500000US170310505004","Block Group 4, Census Tract 505, Cook County, Illinois","1312","425",
"1500000US170310505005","Block Group 5, Census Tract 505, Cook County, Illinois","854","365",
"1500000US170310506001","Block Group 1, Census Tract 506, Cook County, Illinois","1453","304",
"1500000US170310506002","Block Group 2, Census Tract 506, Cook County, Illinois","1050","230",
"1500000US170310507001","Block Group 1, Census Tract 507, Cook County, Illinois","1488","122",
"1500000US170310508001","Block Group 1, Census Tract 508, Cook County, Illinois","1349","151",
"1500000US170310509001","Block Group 1, Census Tract 509, Cook County, Illinois","1644","216",
"1500000US170310510001","Block Group 1, Census Tract 510, Cook County, Illinois","1551","149",
"1500000US170310511001","Block Group 1, Census Tract 511, Cook County, Illinois","1683","198",
"1500000US170310512001","Block Group 1, Census Tract 512, Cook County, Illinois","684","168",
"1500000US170310512002","Block Group 2, Census Tract 512, Cook County, Illinois","946","154",
"1500000US170310513001","Block Group 1, Census Tract 513, Cook County, Illinois","1322","313",
"1500000US170310513002","Block Group 2, Census Tract 513, Cook County, Illinois","1408","246",
"1500000US170310514001","Block Group 1, Census Tract 514, Cook County, Illinois","1519","330",
"1500000US170310514002","Block Group 2, Census Tract 514, Cook County, Illinois","854","263",
"1500000US170310601001","Block Group 1, Census Tract 601, Cook County, Illinois","625","153",
"1500000US170310601002","Block Group 2, Census Tract 601, Cook County, Illinois","1135","213",
"1500000US170310601003","Block Group 3, Census Tract 601, Cook County, Illinois","822","143",
"1500000US170310602001","Block Group 1, Census Tract 602, Cook County, Illinois","901","152",
"1500000US170310602002","Block Group 2, Census Tract 602, Cook County, Illinois","934","206",
"1500000US170310603001","Block Group 1, Census Tract 603, Cook County, Illinois","1931","422",
"1500000US170310603002","Block Group 2, Census Tract 603, Cook County, Illinois","1339","351",
"1500000US170310604001","Block Group 1, Census Tract 604, Cook County, Illinois","1861","381",
"1500000US170310604002","Block Group 2, Census Tract 604, Cook County, Illinois","1248","337",
"1500000US170310604003","Block Group 3, Census Tract 604, Cook County, Illinois","1053","304",
"1500000US170310605001","Block Group 1, Census Tract 605, Cook County, Illinois","1157","126",
"1500000US170310608001","Block Group 1, Census Tract 608, Cook County, Illinois","1313","290",
"1500000US170310608002","Block Group 2, Census Tract 608, Cook County, Illinois","0","11",
"1500000US170310608003","Block Group 3, Census Tract 608, Cook County, Illinois","3521","349",
"1500000US170310609001","Block Group 1, Census Tract 609, Cook County, Illinois","778","171",
"1500000US170310609002","Block Group 2, Census Tract 609, Cook County, Illinois","0","11",
"1500000US170310609003","Block Group 3, Census Tract 609, Cook County, Illinois","1475","611",
"1500000US170310609004","Block Group 4, Census Tract 609, Cook County, Illinois","3367","475",
"1500000US170310609005","Block Group 5, Census Tract 609, Cook County, Illinois","937","346",
"1500000US170310610001","Block Group 1, Census Tract 610, Cook County, Illinois","1672","165",
"1500000US170310611001","Block Group 1, Census Tract 611, Cook County, Illinois","1253","195",
"1500000US170310612001","Block Group 1, Census Tract 612, Cook County, Illinois","2296","256",
"1500000US170310615001","Block Group 1, Census Tract 615, Cook County, Illinois","2028","268",
"1500000US170310618001","Block Group 1, Census Tract 618, Cook County, Illinois","1145","124",
"1500000US170310619011","Block Group 1, Census Tract 619.01, Cook County, Illinois","656","228",
"1500000US170310619012","Block Group 2, Census Tract 619.01, Cook County, Illinois","1177","325",
"1500000US170310619013","Block Group 3, Census Tract 619.01, Cook County, Illinois","670","190",
"1500000US170310619014","Block Group 4, Census Tract 619.01, Cook County, Illinois","1264","512",
"1500000US170310619021","Block Group 1, Census Tract 619.02, Cook County, Illinois","930","215",
"1500000US170310619022","Block Group 2, Census Tract 619.02, Cook County, Illinois","1641","326",
"1500000US170310619023","Block Group 3, Census Tract 619.02, Cook County, Illinois","1320","240",
"1500000US170310619024","Block Group 4, Census Tract 619.02, Cook County, Illinois","0","11",
"1500000US170310620001","Block Group 1, Census Tract 620, Cook County, Illinois","1766","234",
"1500000US170310620002","Block Group 2, Census Tract 620, Cook County, Illinois","996","172",
"1500000US170310621001","Block Group 1, Census Tract 621, Cook County, Illinois","1104","289",
"1500000US170310621002","Block Group 2, Census Tract 621, Cook County, Illinois","881","278",
"1500000US170310621003","Block Group 3, Census Tract 621, Cook County, Illinois","1328","279",
"1500000US170310622001","Block Group 1, Census Tract 622, Cook County, Illinois","1648","287",
"1500000US170310622002","Block Group 2, Census Tract 622, Cook County, Illinois","1437","200",
"1500000US170310623001","Block Group 1, Census Tract 623, Cook County, Illinois","1668","117",
"1500000US170310624001","Block Group 1, Census Tract 624, Cook County, Illinois","1709","199",
"1500000US170310625001","Block Group 1, Census Tract 625, Cook County, Illinois","1246","152",
"1500000US170310626001","Block Group 1, Census Tract 626, Cook County, Illinois","2272","172",
"1500000US170310627001","Block Group 1, Census Tract 627, Cook County, Illinois","729","203",
"1500000US170310627002","Block Group 2, Census Tract 627, Cook County, Illinois","800","251",
"1500000US170310627003","Block Group 3, Census Tract 627, Cook County, Illinois","1167","243",
"1500000US170310628001","Block Group 1, Census Tract 628, Cook County, Illinois","1184","286",
"1500000US170310628002","Block Group 2, Census Tract 628, Cook County, Illinois","1137","194",
"1500000US170310628003","Block Group 3, Census Tract 628, Cook County, Illinois","1309","219",
"1500000US170310629001","Block Group 1, Census Tract 629, Cook County, Illinois","1292","280",
"1500000US170310629002","Block Group 2, Census Tract 629, Cook County, Illinois","1188","276",
"1500000US170310629003","Block Group 3, Census Tract 629, Cook County, Illinois","1798","460",
"1500000US170310630001","Block Group 1, Census Tract 630, Cook County, Illinois","1372","249",
"1500000US170310630002","Block Group 2, Census Tract 630, Cook County, Illinois","1108","247",
"1500000US170310630003","Block Group 3, Census Tract 630, Cook County, Illinois","795","222",
"1500000US170310631001","Block Group 1, Census Tract 631, Cook County, Illinois","1354","190",
"1500000US170310631002","Block Group 2, Census Tract 631, Cook County, Illinois","1030","185",
"1500000US170310632001","Block Group 1, Census Tract 632, Cook County, Illinois","883","223",
"1500000US170310632002","Block Group 2, Census Tract 632, Cook County, Illinois","740","362",
"1500000US170310632003","Block Group 3, Census Tract 632, Cook County, Illinois","769","198",
"1500000US170310632004","Block Group 4, Census Tract 632, Cook County, Illinois","1340","325",
"1500000US170310632005","Block Group 5, Census Tract 632, Cook County, Illinois","610","237",
"1500000US170310632006","Block Group 6, Census Tract 632, Cook County, Illinois","1800","339",
"1500000US170310633011","Block Group 1, Census Tract 633.01, Cook County, Illinois","1077","231",
"1500000US170310633012","Block Group 2, Census Tract 633.01, Cook County, Illinois","648","233",
"1500000US170310633013","Block Group 3, Census Tract 633.01, Cook County, Illinois","693","199",
"1500000US170310633021","Block Group 1, Census Tract 633.02, Cook County, Illinois","1635","290",
"1500000US170310633022","Block Group 2, Census Tract 633.02, Cook County, Illinois","956","212",
"1500000US170310633023","Block Group 3, Census Tract 633.02, Cook County, Illinois","615","206",
"1500000US170310633024","Block Group 4, Census Tract 633.02, Cook County, Illinois","834","171",
"1500000US170310633031","Block Group 1, Census Tract 633.03, Cook County, Illinois","535","120",
"1500000US170310633032","Block Group 2, Census Tract 633.03, Cook County, Illinois","740","94",
"1500000US170310634001","Block Group 1, Census Tract 634, Cook County, Illinois","1098","188",
"1500000US170310634002","Block Group 2, Census Tract 634, Cook County, Illinois","972","216",
"1500000US170310701011","Block Group 1, Census Tract 701.01, Cook County, Illinois","1386","324",
"1500000US170310701012","Block Group 2, Census Tract 701.01, Cook County, Illinois","1728","871",
"1500000US170310701013","Block Group 3, Census Tract 701.01, Cook County, Illinois","1017","205",
"1500000US170310701021","Block Group 1, Census Tract 701.02, Cook County, Illinois","899","239",
"1500000US170310701022","Block Group 2, Census Tract 701.02, Cook County, Illinois","642","303",
"1500000US170310701023","Block Group 3, Census Tract 701.02, Cook County, Illinois","814","286",
"1500000US170310701031","Block Group 1, Census Tract 701.03, Cook County, Illinois","1022","282",
"1500000US170310701032","Block Group 2, Census Tract 701.03, Cook County, Illinois","773","145",
"1500000US170310702001","Block Group 1, Census Tract 702, Cook County, Illinois","2267","448",
"1500000US170310702002","Block Group 2, Census Tract 702, Cook County, Illinois","1014","247",
"1500000US170310702003","Block Group 3, Census Tract 702, Cook County, Illinois","861","172",
"1500000US170310703001","Block Group 1, Census Tract 703, Cook County, Illinois","2033","265",
"1500000US170310703002","Block Group 2, Census Tract 703, Cook County, Illinois","1375","240",
"1500000US170310704001","Block Group 1, Census Tract 704, Cook County, Illinois","1054","197",
"1500000US170310704002","Block Group 2, Census Tract 704, Cook County, Illinois","941","235",
"1500000US170310704003","Block Group 3, Census Tract 704, Cook County, Illinois","1505","368",
"1500000US170310705001","Block Group 1, Census Tract 705, Cook County, Illinois","1234","253",
"1500000US170310705002","Block Group 2, Census Tract 705, Cook County, Illinois","1080","226",
"1500000US170310705003","Block Group 3, Census Tract 705, Cook County, Illinois","833","238",
"1500000US170310706001","Block Group 1, Census Tract 706, Cook County, Illinois","1666","244",
"1500000US170310706002","Block Group 2, Census Tract 706, Cook County, Illinois","1168","298",
"1500000US170310707001","Block Group 1, Census Tract 707, Cook County, Illinois","2701","375",
"1500000US170310707002","Block Group 2, Census Tract 707, Cook County, Illinois","972","241",
"1500000US170310710001","Block Group 1, Census Tract 710, Cook County, Illinois","2298","374",
"1500000US170310710002","Block Group 2, Census Tract 710, Cook County, Illinois","1797","320",
"1500000US170310711001","Block Group 1, Census Tract 711, Cook County, Illinois","1624","282",
"1500000US170310711002","Block Group 2, Census Tract 711, Cook County, Illinois","1347","265",
"1500000US170310712001","Block Group 1, Census Tract 712, Cook County, Illinois","947","203",
"1500000US170310712002","Block Group 2, Census Tract 712, Cook County, Illinois","1144","213",
"1500000US170310713001","Block Group 1, Census Tract 713, Cook County, Illinois","1660","289",
"1500000US170310713002","Block Group 2, Census Tract 713, Cook County, Illinois","1896","376",
"1500000US170310714001","Block Group 1, Census Tract 714, Cook County, Illinois","691","185",
"1500000US170310714002","Block Group 2, Census Tract 714, Cook County, Illinois","1790","385",
"1500000US170310714003","Block Group 3, Census Tract 714, Cook County, Illinois","1378","287",
"1500000US170310714004","Block Group 4, Census Tract 714, Cook County, Illinois","807","214",
"1500000US170310715001","Block Group 1, Census Tract 715, Cook County, Illinois","683","166",
"1500000US170310715002","Block Group 2, Census Tract 715, Cook County, Illinois","1186","250",
"1500000US170310715003","Block Group 3, Census Tract 715, Cook County, Illinois","1300","277",
