"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US170310101001","Block Group 1, Census Tract 101, Cook County, Illinois","526","236","509","221","217","121","266","195","0","11","9","14","0","11","0","11","17","27","17","27","0","11","17","27","17","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310101002","Block Group 2, Census Tract 101, Cook County, Illinois","2456","625","2131","572","287","150","1724","569","0","11","58","95","0","11","0","11","62","62","0","11","62","62","325","375","243","365","49","72","0","11","0","11","0","11","33","41","0","11","0","11","0","11",
"1500000US170310101003","Block Group 3, Census Tract 101, Cook County, Illinois","2086","483","1817","420","1236","334","289","141","0","11","165","221","0","11","0","11","127","106","16","26","111","100","269","278","233","273","0","11","0","11","0","11","0","11","36","37","0","11","0","11","0","11",
"1500000US170310102011","Block Group 1, Census Tract 102.01, Cook County, Illinois","1790","547","1194","363","408","223","650","306","0","11","93","101","0","11","0","11","43","48","0","11","43","48","596","464","529","459","0","11","0","11","0","11","0","11","45","55","22","34","22","34","0","11",
"1500000US170310102012","Block Group 2, Census Tract 102.01, Cook County, Illinois","4701","734","3552","662","820","240","2400","676","0","11","251","230","0","11","0","11","81","109","0","11","81","109","1149","342","604","429","0","11","0","11","0","11","0","11","496","373","49","66","13","21","36","62",
"1500000US170310102013","Block Group 3, Census Tract 102.01, Cook County, Illinois","825","211","759","202","382","156","349","172","10","17","18","31","0","11","0","11","0","11","0","11","0","11","66","76","66","76","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310102021","Block Group 1, Census Tract 102.02, Cook County, Illinois","1290","312","877","201","505","187","313","149","0","11","29","30","0","11","0","11","30","47","0","11","30","47","413","290","233","266","16","25","9","14","0","11","15","24","110","127","30","48","30","48","0","11",
"1500000US170310102022","Block Group 2, Census Tract 102.02, Cook County, Illinois","1293","305","1057","245","474","158","503","200","0","11","17","34","0","11","0","11","63","56","10","17","53","54","236","181","145","156","0","11","0","11","0","11","0","11","57","67","34","54","34","54","0","11",
"1500000US170310103001","Block Group 1, Census Tract 103, Cook County, Illinois","882","286","637","215","507","183","121","81","0","11","3","6","0","11","0","11","6","12","0","11","6","12","245","203","99","69","38","60","0","11","0","11","0","11","108","165","0","11","0","11","0","11",
"1500000US170310103002","Block Group 2, Census Tract 103, Cook County, Illinois","2143","565","1876","498","961","244","731","483","0","11","153","122","0","11","0","11","31","32","0","11","31","32","267","306","218","296","0","11","0","11","0","11","0","11","49","74","0","11","0","11","0","11",
"1500000US170310103003","Block Group 3, Census Tract 103, Cook County, Illinois","1386","326","1318","292","804","220","333","137","6","14","140","140","0","11","8","18","27","45","0","11","27","45","68","157","33","72","0","11","0","11","0","11","0","11","35","89","0","11","0","11","0","11",
"1500000US170310103004","Block Group 4, Census Tract 103, Cook County, Illinois","1654","516","1312","494","373","142","365","191","0","11","562","493","0","11","0","11","12","20","0","11","12","20","342","246","217","200","18","28","0","11","0","11","0","11","84","110","23","33","19","31","4","10",
"1500000US170310104001","Block Group 1, Census Tract 104, Cook County, Illinois","1438","277","1194","284","782","203","338","232","0","11","15","24","0","11","33","56","26","32","0","11","26","32","244","147","214","148","0","11","0","11","0","11","0","11","16","26","14","23","0","11","14","23",
"1500000US170310104002","Block Group 2, Census Tract 104, Cook County, Illinois","955","299","908","298","695","262","65","55","0","11","109","148","0","11","0","11","39","36","0","11","39","36","47","46","47","46","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310104003","Block Group 3, Census Tract 104, Cook County, Illinois","2301","355","2077","324","1551","275","279","127","0","11","177","97","0","11","0","11","70","61","9","19","61","58","224","87","142","67","0","11","0","11","12","24","0","11","70","62","0","11","0","11","0","11",
"1500000US170310105011","Block Group 1, Census Tract 105.01, Cook County, Illinois","1081","283","957","288","716","273","143","95","0","11","47","43","0","11","0","11","51","47","0","11","51","47","124","93","124","93","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310105012","Block Group 2, Census Tract 105.01, Cook County, Illinois","1733","363","1698","359","722","177","911","283","0","11","18","28","0","11","0","11","47","58","0","11","47","58","35","36","34","36","0","11","0","11","0","11","0","11","1","2","0","11","0","11","0","11",
"1500000US170310105013","Block Group 3, Census Tract 105.01, Cook County, Illinois","1002","259","1002","259","759","231","66","58","0","11","81","68","0","11","0","11","96","105","0","11","96","105","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310105021","Block Group 1, Census Tract 105.02, Cook County, Illinois","1377","417","983","312","736","298","180","101","0","11","19","20","0","11","0","11","48","51","22","35","26","39","394","242","78","67","41","57","0","11","0","11","0","11","247","225","28","43","0","11","28","43",
"1500000US170310105022","Block Group 2, Census Tract 105.02, Cook County, Illinois","2383","639","2193","622","1281","398","328","135","0","11","548","637","0","11","0","11","36","47","0","11","36","47","190","117","142","118","35","51","0","11","0","11","0","11","0","11","13","27","0","11","13","27",
"1500000US170310105031","Block Group 1, Census Tract 105.03, Cook County, Illinois","1660","432","1365","347","981","340","112","71","0","11","227","123","0","11","0","11","45","70","45","70","0","11","295","251","270","267","25","42","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310105032","Block Group 2, Census Tract 105.03, Cook County, Illinois","665","221","618","220","431","217","76","65","0","11","63","45","0","11","0","11","48","48","0","11","48","48","47","32","26","29","13","21","0","11","0","11","0","11","8","18","0","11","0","11","0","11",
"1500000US170310106001","Block Group 1, Census Tract 106, Cook County, Illinois","3091","640","2167","508","879","236","1116","512","0","11","11","18","0","11","0","11","161","140","0","11","161","140","924","529","732","491","47","77","0","11","0","11","0","11","0","11","145","235","0","11","145","235",
"1500000US170310106002","Block Group 2, Census Tract 106, Cook County, Illinois","984","419","883","434","260","145","596","455","0","11","0","11","0","11","0","11","27","47","0","11","27","47","101","119","43","54","0","11","7","18","0","11","0","11","51","91","0","11","0","11","0","11",
"1500000US170310106003","Block Group 3, Census Tract 106, Cook County, Illinois","1723","440","1428","393","773","195","531","338","0","11","87","132","0","11","0","11","37","65","0","11","37","65","295","208","83","72","14","23","0","11","0","11","0","11","184","210","14","24","0","11","14","24",
"1500000US170310106004","Block Group 4, Census Tract 106, Cook County, Illinois","1148","314","745","215","512","163","193","124","0","11","0","11","0","11","13","20","27","30","0","11","27","30","403","265","345","265","18","31","0","11","0","11","0","11","40","64","0","11","0","11","0","11",
"1500000US170310107011","Block Group 1, Census Tract 107.01, Cook County, Illinois","1749","364","929","290","531","183","310","210","0","11","49","72","0","11","0","11","39","34","0","11","39","34","820","378","623","366","0","11","0","11","0","11","0","11","197","175","0","11","0","11","0","11",
"1500000US170310107012","Block Group 2, Census Tract 107.01, Cook County, Illinois","2194","394","1248","255","778","229","346","117","0","11","57","53","0","11","12","19","55","56","0","11","55","56","946","405","445","264","28","44","0","11","0","11","0","11","459","360","14","22","0","11","14","22",
"1500000US170310107021","Block Group 1, Census Tract 107.02, Cook County, Illinois","1620","498","761","250","324","141","249","224","0","11","155","123","0","11","0","11","33","54","0","11","33","54","859","519","401","238","0","11","0","11","0","11","0","11","458","482","0","11","0","11","0","11",
"1500000US170310107022","Block Group 2, Census Tract 107.02, Cook County, Illinois","1910","539","826","282","275","127","446","211","0","11","24","25","0","11","24","36","57","69","0","11","57","69","1084","509","840","508","0","11","0","11","0","11","0","11","244","318","0","11","0","11","0","11",
"1500000US170310107023","Block Group 3, Census Tract 107.02, Cook County, Illinois","1351","466","632","259","405","217","205","173","0","11","22","32","0","11","0","11","0","11","0","11","0","11","719","430","375","230","0","11","0","11","0","11","0","11","272","368","72","104","0","11","72","104",
"1500000US170310107024","Block Group 4, Census Tract 107.02, Cook County, Illinois","639","298","463","271","160","75","292","257","0","11","0","11","0","11","0","11","11","27","0","11","11","27","176","152","116","140","0","11","0","11","0","11","0","11","60","49","0","11","0","11","0","11",
"1500000US170310201001","Block Group 1, Census Tract 201, Cook County, Illinois","2227","566","1831","605","834","271","521","387","0","11","435","524","0","11","0","11","41","56","0","11","41","56","396","309","396","309","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310201002","Block Group 2, Census Tract 201, Cook County, Illinois","1955","452","1904","452","458","181","1028","425","0","11","418","352","0","11","0","11","0","11","0","11","0","11","51","45","39","37","0","11","0","11","0","11","0","11","0","11","12","26","0","11","12","26",
"1500000US170310202001","Block Group 1, Census Tract 202, Cook County, Illinois","1524","579","1478","579","1150","500","228","360","0","11","100","157","0","11","0","11","0","11","0","11","0","11","46","95","0","11","0","11","0","11","0","11","0","11","46","95","0","11","0","11","0","11",
"1500000US170310202002","Block Group 2, Census Tract 202, Cook County, Illinois","1677","752","1653","754","1524","731","53","37","0","11","76","95","0","11","0","11","0","11","0","11","0","11","24","39","0","11","0","11","0","11","0","11","0","11","24","39","0","11","0","11","0","11",
"1500000US170310202003","Block Group 3, Census Tract 202, Cook County, Illinois","1576","374","1288","326","993","299","0","11","0","11","295","244","0","11","0","11","0","11","0","11","0","11","288","165","288","165","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310202004","Block Group 4, Census Tract 202, Cook County, Illinois","1779","322","1711","333","623","234","106","105","0","11","873","271","0","11","0","11","109","104","0","11","109","104","68","92","68","92","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310203011","Block Group 1, Census Tract 203.01, Cook County, Illinois","1523","318","1393","283","1175","255","84","95","7","12","115","86","0","11","0","11","12","21","12","21","0","11","130","139","130","139","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310203012","Block Group 2, Census Tract 203.01, Cook County, Illinois","1250","381","1130","364","906","335","0","11","14","21","210","148","0","11","0","11","0","11","0","11","0","11","120","124","120","124","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310203013","Block Group 3, Census Tract 203.01, Cook County, Illinois","2460","517","2078","459","1651","460","184","163","14","23","149","144","0","11","9","16","71","77","0","11","71","77","382","343","168","185","0","11","0","11","0","11","0","11","166","246","48","77","0","11","48","77",
"1500000US170310203021","Block Group 1, Census Tract 203.02, Cook County, Illinois","1119","426","944","432","672","402","182","141","0","11","90","140","0","11","0","11","0","11","0","11","0","11","175","161","9","14","0","11","0","11","0","11","0","11","166","160","0","11","0","11","0","11",
"1500000US170310203022","Block Group 2, Census Tract 203.02, Cook County, Illinois","738","387","446","259","211","103","0","11","0","11","235","232","0","11","0","11","0","11","0","11","0","11","292","259","292","259","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310203023","Block Group 3, Census Tract 203.02, Cook County, Illinois","2657","479","2418","467","1716","385","343","293","0","11","318","276","0","11","0","11","41","57","0","11","41","57","239","142","175","132","0","11","0","11","0","11","0","11","50","80","14","24","14","24","0","11",
"1500000US170310204001","Block Group 1, Census Tract 204, Cook County, Illinois","810","194","715","173","546","160","116","65","0","11","38","38","0","11","15","25","0","11","0","11","0","11","95","107","19","19","0","11","0","11","0","11","0","11","76","106","0","11","0","11","0","11",
"1500000US170310204002","Block Group 2, Census Tract 204, Cook County, Illinois","1551","315","1135","237","608","147","228","137","0","11","245","173","0","11","0","11","54","79","0","11","54","79","416","279","361","290","0","11","0","11","0","11","0","11","55","59","0","11","0","11","0","11",
"1500000US170310204003","Block Group 3, Census Tract 204, Cook County, Illinois","2019","373","1485","296","784","279","349","164","0","11","325","159","0","11","0","11","27","36","0","11","27","36","534","290","308","240","0","11","118","190","0","11","0","11","108","125","0","11","0","11","0","11",
"1500000US170310205001","Block Group 1, Census Tract 205, Cook County, Illinois","2375","532","1734","392","467","182","631","411","0","11","301","240","1","44","14","24","320","395","31","50","289","398","641","359","641","359","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310205002","Block Group 2, Census Tract 205, Cook County, Illinois","748","460","389","262","221","105","126","204","0","11","42","99","0","11","0","11","0","11","0","11","0","11","359","370","0","11","188","319","0","11","0","11","0","11","171","210","0","11","0","11","0","11",
"1500000US170310205003","Block Group 3, Census Tract 205, Cook County, Illinois","1650","437","1219","372","433","152","176","111","0","11","543","280","0","11","0","11","67","106","0","11","67","106","431","334","380","314","0","11","0","11","0","11","0","11","51","137","0","11","0","11","0","11",
"1500000US170310205004","Block Group 4, Census Tract 205, Cook County, Illinois","1271","474","789","310","339","275","120","116","0","11","301","211","0","11","0","11","29","39","0","11","29","39","482","439","87","120","0","11","0","11","0","11","0","11","395","428","0","11","0","11","0","11",
"1500000US170310206011","Block Group 1, Census Tract 206.01, Cook County, Illinois","2331","658","1724","440","1158","327","0","11","0","11","495","276","0","11","0","11","71","112","0","11","71","112","607","557","433","518","0","11","0","11","0","11","0","11","60","63","114","97","43","57","71","83",
"1500000US170310206012","Block Group 2, Census Tract 206.01, Cook County, Illinois","2765","583","2380","550","1755","523","84","101","37","56","352","271","0","11","76","119","76","103","61","99","15","24","385","177","105","90","0","11","0","11","0","11","0","11","233","146","47","74","0","11","47","74",
"1500000US170310206013","Block Group 3, Census Tract 206.01, Cook County, Illinois","1499","521","1245","478","752","355","262","277","0","11","214","203","0","11","0","11","17","27","0","11","17","27","254","239","0","11","70","105","0","11","79","129","0","11","105","168","0","11","0","11","0","11",
"1500000US170310206021","Block Group 1, Census Tract 206.02, Cook County, Illinois","780","256","544","194","265","122","131","112","0","11","148","111","0","11","0","11","0","11","0","11","0","11","236","199","48","56","7","12","0","11","0","11","0","11","80","118","101","166","0","11","101","166",
"1500000US170310206022","Block Group 2, Census Tract 206.02, Cook County, Illinois","930","331","740","294","69","49","128","166","0","11","543","265","0","11","0","11","0","11","0","11","0","11","190","114","51","78","0","11","0","11","0","11","0","11","139","130","0","11","0","11","0","11",
"1500000US170310206023","Block Group 3, Census Tract 206.02, Cook County, Illinois","1215","392","859","272","321","180","117","138","0","11","297","206","0","11","91","153","33","52","33","52","0","11","356","368","170","225","0","11","0","11","0","11","0","11","186","299","0","11","0","11","0","11",
"1500000US170310206024","Block Group 4, Census Tract 206.02, Cook County, Illinois","1007","326","575","236","339","151","10","11","0","11","213","175","0","11","0","11","13","22","0","11","13","22","432","240","234","179","0","11","0","11","0","11","0","11","198","203","0","11","0","11","0","11",
"1500000US170310207011","Block Group 1, Census Tract 207.01, Cook County, Illinois","753","152","666","151","411","108","13","16","84","119","153","63","0","11","0","11","5","8","5","8","0","11","87","84","83","83","0","11","0","11","0","11","0","11","0","11","4","6","4","6","0","11",
"1500000US170310207012","Block Group 2, Census Tract 207.01, Cook County, Illinois","1167","346","986","308","643","245","136","191","0","11","144","110","0","11","0","11","63","66","63","66","0","11","181","155","64","70","0","11","0","11","43","69","0","11","64","74","10","18","10","18","0","11",
"1500000US170310207021","Block Group 1, Census Tract 207.02, Cook County, Illinois","2171","674","2081","667","1042","515","0","11","0","11","1039","566","0","11","0","11","0","11","0","11","0","11","90","103","71","115","0","11","0","11","0","11","0","11","19","30","0","11","0","11","0","11",
"1500000US170310207022","Block Group 2, Census Tract 207.02, Cook County, Illinois","3175","1012","2478","748","1074","414","34","33","0","11","1114","665","0","11","0","11","256","256","83","91","173","238","697","686","457","646","0","11","0","11","0","11","0","11","130","151","110","151","110","151","0","11",
"1500000US170310207023","Block Group 3, Census Tract 207.02, Cook County, Illinois","1730","455","1670","459","833","395","89","95","0","11","730","326","0","11","0","11","18","30","0","11","18","30","60","71","58","71","0","11","0","11","0","11","0","11","2","5","0","11","0","11","0","11",
"1500000US170310207024","Block Group 4, Census Tract 207.02, Cook County, Illinois","934","457","660","354","534","348","0","11","0","11","126","141","0","11","0","11","0","11","0","11","0","11","274","277","140","185","0","11","18","29","0","11","0","11","116","185","0","11","0","11","0","11",
"1500000US170310208011","Block Group 1, Census Tract 208.01, Cook County, Illinois","1445","764","383","132","302","127","40","52","0","11","0","11","0","11","0","11","41","65","41","65","0","11","1062","760","619","637","8","20","0","11","0","11","0","11","435","436","0","11","0","11","0","11",
"1500000US170310208012","Block Group 2, Census Tract 208.01, Cook County, Illinois","1078","495","925","441","756","327","0","11","0","11","22","40","0","11","0","11","147","190","0","11","147","190","153","152","114","134","0","11","0","11","0","11","0","11","39","50","0","11","0","11","0","11",
"1500000US170310208013","Block Group 3, Census Tract 208.01, Cook County, Illinois","864","351","647","326","409","248","11","19","0","11","227","196","0","11","0","11","0","11","0","11","0","11","217","201","209","202","8","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310208014","Block Group 4, Census Tract 208.01, Cook County, Illinois","1410","450","994","385","407","206","0","11","0","11","455","326","0","11","0","11","132","185","0","11","132","185","416","229","370","218","0","11","0","11","0","11","0","11","46","79","0","11","0","11","0","11",
"1500000US170310208021","Block Group 1, Census Tract 208.02, Cook County, Illinois","790","441","746","426","328","227","0","11","0","11","418","390","0","11","0","11","0","11","0","11","0","11","44","75","44","75","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310208022","Block Group 2, Census Tract 208.02, Cook County, Illinois","2362","974","1996","830","333","136","32","126","0","11","1487","851","0","11","0","11","144","171","0","11","144","171","366","483","48","60","0","11","0","11","0","11","0","11","318","479","0","11","0","11","0","11",
"1500000US170310208023","Block Group 3, Census Tract 208.02, Cook County, Illinois","2356","799","1879","761","462","329","319","375","0","11","1084","611","0","11","0","11","14","24","0","11","14","24","477","379","350","320","0","11","0","11","11","21","0","11","116","196","0","11","0","11","0","11",
"1500000US170310208024","Block Group 4, Census Tract 208.02, Cook County, Illinois","1743","725","1451","615","663","466","0","11","0","11","759","424","0","11","0","11","29","47","0","11","29","47","292","403","292","403","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310209011","Block Group 1, Census Tract 209.01, Cook County, Illinois","2281","823","1723","725","355","221","261","191","16","27","1010","661","0","11","71","114","10","15","0","11","10","15","558","427","306","212","0","11","0","11","0","11","0","11","252","382","0","11","0","11","0","11",
"1500000US170310209012","Block Group 2, Census Tract 209.01, Cook County, Illinois","1080","428","889","404","402","235","98","82","0","11","307","367","0","11","0","11","82","90","0","11","82","90","191","200","191","200","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310209013","Block Group 3, Census Tract 209.01, Cook County, Illinois","2002","538","1297","421","608","265","448","272","0","11","188","146","0","11","0","11","53","88","0","11","53","88","705","400","555","320","0","11","0","11","0","11","0","11","150","244","0","11","0","11","0","11",
"1500000US170310209021","Block Group 1, Census Tract 209.02, Cook County, Illinois","2583","515","2272","495","1071","362","475","198","0","11","700","341","0","11","0","11","26","28","0","11","26","28","311","150","311","150","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310209022","Block Group 2, Census Tract 209.02, Cook County, Illinois","1945","449","1761","422","1027","297","366","297","0","11","368","269","0","11","0","11","0","11","0","11","0","11","184","137","166","136","0","11","0","11","0","11","0","11","18","27","0","11","0","11","0","11",
"1500000US170310301011","Block Group 1, Census Tract 301.01, Cook County, Illinois","904","332","541","156","400","141","57","69","0","11","84","79","0","11","0","11","0","11","0","11","0","11","363","326","104","78","0","11","9","19","0","11","0","11","250","328","0","11","0","11","0","11",
"1500000US170310301012","Block Group 2, Census Tract 301.01, Cook County, Illinois","426","154","320","134","185","93","21","30","0","11","90","117","0","11","0","11","24","40","0","11","24","40","106","79","82","81","24","40","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301013","Block Group 3, Census Tract 301.01, Cook County, Illinois","1180","378","915","352","357","149","489","329","0","11","11","18","0","11","24","38","34","48","0","11","34","48","265","211","247","211","0","11","0","11","0","11","0","11","18","29","0","11","0","11","0","11",
"1500000US170310301014","Block Group 4, Census Tract 301.01, Cook County, Illinois","1345","252","1236","242","785","194","160","110","0","11","199","131","0","11","20","29","72","66","0","11","72","66","109","94","109","94","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301021","Block Group 1, Census Tract 301.02, Cook County, Illinois","1133","197","969","159","750","182","83","48","0","11","136","125","0","11","0","11","0","11","0","11","0","11","164","99","104","75","0","11","0","11","0","11","0","11","60","70","0","11","0","11","0","11",
"1500000US170310301022","Block Group 2, Census Tract 301.02, Cook County, Illinois","1064","258","815","223","430","188","186","117","19","31","108","77","0","11","0","11","72","78","0","11","72","78","249","189","196","183","0","11","0","11","18","27","0","11","35","54","0","11","0","11","0","11",
"1500000US170310301023","Block Group 3, Census Tract 301.02, Cook County, Illinois","904","313","766","244","274","119","346","176","28","44","75","85","0","11","0","11","43","54","0","11","43","54","138","155","71","83","0","11","0","11","0","11","0","11","23","26","44","73","44","73","0","11",
"1500000US170310301031","Block Group 1, Census Tract 301.03, Cook County, Illinois","850","237","762","218","534","178","91","79","0","11","113","77","0","11","0","11","24","27","8","15","16","15","88","77","88","77","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301032","Block Group 2, Census Tract 301.03, Cook County, Illinois","1288","333","1019","265","656","295","202","135","4","7","154","91","0","11","0","11","3","7","0","11","3","7","269","210","49","60","0","11","0","11","0","11","0","11","220","203","0","11","0","11","0","11",
"1500000US170310301041","Block Group 1, Census Tract 301.04, Cook County, Illinois","2833","452","2585","442","1710","397","343","171","0","11","383","139","0","11","63","63","86","50","16","21","70","48","248","97","178","83","0","11","0","11","15","18","13","25","42","40","0","11","0","11","0","11",
"1500000US170310301042","Block Group 2, Census Tract 301.04, Cook County, Illinois","703","285","654","288","38","39","243","189","0","11","161","151","0","11","0","11","212","209","40","60","172","231","49","41","32","28","0","11","0","11","0","11","0","11","9","15","8","15","8","15","0","11",
"1500000US170310302001","Block Group 1, Census Tract 302, Cook County, Illinois","1420","373","1343","363","1077","293","186","163","0","11","70","70","0","11","9","16","1","2","0","11","1","2","77","76","49","62","0","11","0","11","0","11","0","11","28","46","0","11","0","11","0","11",
"1500000US170310302002","Block Group 2, Census Tract 302, Cook County, Illinois","1397","255","1365","255","1037","232","142","156","0","11","141","145","0","11","0","11","45","66","0","11","45","66","32","39","32","39","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310302003","Block Group 3, Census Tract 302, Cook County, Illinois","1064","210","988","207","899","210","0","11","0","11","89","76","0","11","0","11","0","11","0","11","0","11","76","64","76","64","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310302004","Block Group 4, Census Tract 302, Cook County, Illinois","1828","605","1215","322","1030","268","156","196","0","11","11","18","0","11","0","11","18","26","0","11","18","26","613","596","466","566","0","11","0","11","0","11","0","11","116","155","31","53","0","11","31","53",
"1500000US170310303001","Block Group 1, Census Tract 303, Cook County, Illinois","1306","274","957","243","464","155","302","185","0","11","176","56","0","11","0","11","15","22","15","22","0","11","349","222","263","236","0","11","0","11","10","17","0","11","76","123","0","11","0","11","0","11",
"1500000US170310303002","Block Group 2, Census Tract 303, Cook County, Illinois","1625","313","764","203","628","173","77","66","0","11","59","61","0","11","0","11","0","11","0","11","0","11","861","315","510","292","0","11","57","92","0","11","0","11","294","154","0","11","0","11","0","11",
"1500000US170310304001","Block Group 1, Census Tract 304, Cook County, Illinois","1450","217","1073","174","748","131","194","127","0","11","106","89","0","11","0","11","25","28","0","11","25","28","377","173","258","190","0","11","0","11","0","11","0","11","78","75","41","46","41","46","0","11",
"1500000US170310304002","Block Group 2, Census Tract 304, Cook County, Illinois","1139","227","791","163","543","133","85","134","0","11","98","93","0","11","0","11","65","56","9","15","56","56","348","201","224","153","0","11","0","11","10","17","0","11","108","144","6","11","0","11","6","11",
"1500000US170310305001","Block Group 1, Census Tract 305, Cook County, Illinois","1236","421","942","243","692","200","107","111","0","11","143","102","0","11","0","11","0","11","0","11","0","11","294","385","282","383","0","11","0","11","0","11","0","11","0","11","12","20","12","20","0","11",
"1500000US170310305002","Block Group 2, Census Tract 305, Cook County, Illinois","1909","526","1310","340","842","222","229","192","0","11","203","164","0","11","0","11","36","51","0","11","36","51","599","370","293","169","0","11","0","11","39","68","0","11","254","330","13","22","13","22","0","11",
"1500000US170310305003","Block Group 3, Census Tract 305, Cook County, Illinois","1691","435","1036","338","883","323","50","48","0","11","59","55","0","11","0","11","44","68","0","11","44","68","655","323","472","230","0","11","0","11","0","11","0","11","183","233","0","11","0","11","0","11",
"1500000US170310305004","Block Group 4, Census Tract 305, Cook County, Illinois","1752","383","1235","331","996","278","57","32","0","11","167","176","0","11","0","11","15","23","0","11","15","23","517","264","345","209","16","25","0","11","0","11","0","11","156","212","0","11","0","11","0","11",
