"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US170311901001","Block Group 1, Census Tract 1901, Cook County, Illinois","2671","335","469","118","348","95","61","98","0","11","60","78","0","11","0","11","0","11","0","11","0","11","2202","353","641","346","0","11","0","11","0","11","0","11","1539","301","22","25","22","25","0","11",
"1500000US170311902001","Block Group 1, Census Tract 1902, Cook County, Illinois","1320","489","218","104","182","96","1","4","0","11","35","43","0","11","0","11","0","11","0","11","0","11","1102","468","201","146","0","11","0","11","0","11","0","11","786","426","115","129","115","129","0","11",
"1500000US170311902002","Block Group 2, Census Tract 1902, Cook County, Illinois","1743","400","509","236","446","228","0","11","0","11","18","20","0","11","0","11","45","72","45","72","0","11","1234","427","186","137","11","16","0","11","0","11","0","11","860","374","177","154","145","136","32","37",
"1500000US170311902003","Block Group 3, Census Tract 1902, Cook County, Illinois","1420","401","320","179","299","177","0","11","0","11","21","33","0","11","0","11","0","11","0","11","0","11","1100","412","185","109","5","10","0","11","0","11","0","11","905","403","5","8","5","8","0","11",
"1500000US170311902004","Block Group 4, Census Tract 1902, Cook County, Illinois","1348","526","446","190","276","116","90","128","0","11","54","61","0","11","0","11","26","40","0","11","26","40","902","533","442","463","0","11","0","11","0","11","0","11","451","302","9","15","9","15","0","11",
"1500000US170311903001","Block Group 1, Census Tract 1903, Cook County, Illinois","1028","323","572","228","536","224","0","11","0","11","22","25","0","11","0","11","14","22","0","11","14","22","456","270","201","150","0","11","0","11","0","11","0","11","218","221","37","61","37","61","0","11",
"1500000US170311903002","Block Group 2, Census Tract 1903, Cook County, Illinois","1387","337","574","170","528","155","0","11","0","11","46","66","0","11","0","11","0","11","0","11","0","11","813","312","422","261","0","11","0","11","0","11","0","11","391","204","0","11","0","11","0","11",
"1500000US170311903003","Block Group 3, Census Tract 1903, Cook County, Illinois","1457","402","477","169","466","167","0","11","0","11","0","11","0","11","0","11","11","17","0","11","11","17","980","389","207","140","0","11","0","11","0","11","0","11","773","362","0","11","0","11","0","11",
"1500000US170311903004","Block Group 4, Census Tract 1903, Cook County, Illinois","1244","425","240","101","221","99","0","11","0","11","0","11","0","11","19","29","0","11","0","11","0","11","1004","437","471","307","0","11","0","11","0","11","0","11","517","326","16","25","16","25","0","11",
"1500000US170311904011","Block Group 1, Census Tract 1904.01, Cook County, Illinois","1750","489","890","277","871","275","0","11","0","11","0","11","0","11","0","11","19","30","0","11","19","30","860","354","508","259","0","11","0","11","0","11","0","11","352","261","0","11","0","11","0","11",
"1500000US170311904012","Block Group 2, Census Tract 1904.01, Cook County, Illinois","2488","486","811","294","772","313","0","11","0","11","39","39","0","11","0","11","0","11","0","11","0","11","1677","436","760","422","0","11","0","11","0","11","0","11","917","392","0","11","0","11","0","11",
"1500000US170311904021","Block Group 1, Census Tract 1904.02, Cook County, Illinois","2077","453","777","192","679","182","25","40","0","11","57","68","0","11","0","11","16","26","0","11","16","26","1300","477","598","276","70","107","0","11","0","11","0","11","521","388","111","121","102","120","9","14",
"1500000US170311904022","Block Group 2, Census Tract 1904.02, Cook County, Illinois","2654","550","689","253","440","203","75","95","0","11","142","114","0","11","0","11","32","36","0","11","32","36","1965","492","683","259","0","11","11","18","0","11","0","11","1167","475","104","102","33","41","71","96",
"1500000US170311906011","Block Group 1, Census Tract 1906.01, Cook County, Illinois","963","570","209","184","209","184","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","754","516","295","330","0","11","0","11","0","11","0","11","459","409","0","11","0","11","0","11",
"1500000US170311906012","Block Group 2, Census Tract 1906.01, Cook County, Illinois","1076","457","416","304","351","291","0","11","0","11","65","82","0","11","0","11","0","11","0","11","0","11","660","421","33","52","0","11","0","11","0","11","0","11","627","417","0","11","0","11","0","11",
"1500000US170311906013","Block Group 3, Census Tract 1906.01, Cook County, Illinois","2705","707","411","286","189","157","157","223","0","11","65","88","0","11","0","11","0","11","0","11","0","11","2294","738","464","325","0","11","0","11","0","11","0","11","1830","681","0","11","0","11","0","11",
"1500000US170311906021","Block Group 1, Census Tract 1906.02, Cook County, Illinois","1328","474","193","110","193","110","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1135","469","535","307","0","11","11","17","0","11","0","11","589","485","0","11","0","11","0","11",
"1500000US170311906022","Block Group 2, Census Tract 1906.02, Cook County, Illinois","1930","457","590","193","338","138","154","107","0","11","20","31","0","11","49","81","29","57","0","11","29","57","1340","439","627","348","8","12","0","11","12","18","0","11","660","343","33","53","33","53","0","11",
"1500000US170311906023","Block Group 3, Census Tract 1906.02, Cook County, Illinois","1895","515","509","366","190","119","305","363","0","11","0","11","0","11","14","25","0","11","0","11","0","11","1386","512","275","253","0","11","6","12","0","11","0","11","1105","456","0","11","0","11","0","11",
"1500000US170311907011","Block Group 1, Census Tract 1907.01, Cook County, Illinois","1732","405","337","128","236","110","57","46","0","11","18","28","0","11","0","11","26","54","0","11","26","54","1395","404","478","289","0","11","0","11","0","11","0","11","860","355","57","80","42","59","15","22",
"1500000US170311907012","Block Group 2, Census Tract 1907.01, Cook County, Illinois","1001","282","315","154","304","153","0","11","0","11","0","11","0","11","11","18","0","11","0","11","0","11","686","258","322","195","29","41","0","11","0","11","0","11","335","232","0","11","0","11","0","11",
"1500000US170311907021","Block Group 1, Census Tract 1907.02, Cook County, Illinois","819","386","256","161","208","149","17","28","15","25","0","11","0","11","0","11","16","25","16","25","0","11","563","362","240","240","0","11","0","11","0","11","0","11","323","307","0","11","0","11","0","11",
"1500000US170311907022","Block Group 2, Census Tract 1907.02, Cook County, Illinois","2038","535","429","217","364","207","35","37","0","11","30","48","0","11","0","11","0","11","0","11","0","11","1609","514","416","294","27","43","0","11","0","11","0","11","1166","495","0","11","0","11","0","11",
"1500000US170311907023","Block Group 3, Census Tract 1907.02, Cook County, Illinois","2066","634","343","266","184","217","157","147","0","11","0","11","0","11","0","11","2","26","0","11","2","26","1723","619","326","308","18","30","0","11","0","11","0","11","1379","532","0","11","0","11","0","11",
"1500000US170311908001","Block Group 1, Census Tract 1908, Cook County, Illinois","1363","519","326","205","219","124","0","11","0","11","0","11","0","11","0","11","107","154","0","11","107","154","1037","480","362","362","0","11","0","11","0","11","0","11","655","367","20","32","0","11","20","32",
"1500000US170311908002","Block Group 2, Census Tract 1908, Cook County, Illinois","810","375","248","247","41","46","140","218","0","11","67","106","0","11","0","11","0","11","0","11","0","11","562","284","126","115","0","11","0","11","27","42","0","11","350","236","59","81","59","81","0","11",
"1500000US170311908003","Block Group 3, Census Tract 1908, Cook County, Illinois","1307","424","98","74","94","74","3","4","0","11","1","3","0","11","0","11","0","11","0","11","0","11","1209","439","151","104","40","62","0","11","0","11","13","21","915","425","90","106","58","95","32","50",
"1500000US170311908004","Block Group 4, Census Tract 1908, Cook County, Illinois","1358","411","206","101","89","58","66","65","0","11","0","11","0","11","51","72","0","11","0","11","0","11","1152","421","239","163","0","11","0","11","0","11","0","11","913","400","0","11","0","11","0","11",
"1500000US170311908005","Block Group 5, Census Tract 1908, Cook County, Illinois","2063","642","242","177","242","177","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1821","628","374","232","0","11","25","40","0","11","0","11","1422","600","0","11","0","11","0","11",
"1500000US170311909001","Block Group 1, Census Tract 1909, Cook County, Illinois","2154","415","381","291","140","64","220","287","0","11","0","11","0","11","17","29","4","6","0","11","4","6","1773","324","587","309","8","14","0","11","9","13","0","11","1169","318","0","11","0","11","0","11",
"1500000US170311910001","Block Group 1, Census Tract 1910, Cook County, Illinois","1252","322","108","76","71","52","37","56","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1144","334","371","210","0","11","0","11","0","11","0","11","752","365","21","29","21","29","0","11",
"1500000US170311910002","Block Group 2, Census Tract 1910, Cook County, Illinois","1623","281","127","104","35","36","92","97","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1496","290","611","186","0","11","0","11","0","11","0","11","839","294","46","75","46","75","0","11",
"1500000US170311911001","Block Group 1, Census Tract 1911, Cook County, Illinois","1059","475","85","67","85","67","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","974","481","307","284","0","11","0","11","0","11","0","11","657","413","10","17","10","17","0","11",
"1500000US170311911002","Block Group 2, Census Tract 1911, Cook County, Illinois","652","252","37","57","9","13","9","14","0","11","0","11","0","11","0","11","19","29","0","11","19","29","615","248","171","168","0","11","0","11","0","11","0","11","444","250","0","11","0","11","0","11",
"1500000US170311911003","Block Group 3, Census Tract 1911, Cook County, Illinois","1344","463","53","50","34","39","19","30","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1291","471","636","396","0","11","0","11","0","11","0","11","636","322","19","33","0","11","19","33",
"1500000US170311911004","Block Group 4, Census Tract 1911, Cook County, Illinois","1429","469","304","264","63","53","232","257","0","11","0","11","0","11","0","11","9","15","0","11","9","15","1125","463","132","105","0","11","0","11","0","11","0","11","935","464","58","51","42","48","16","23",
"1500000US170311911005","Block Group 5, Census Tract 1911, Cook County, Illinois","2332","546","280","159","90","94","136","116","0","11","32","63","0","11","0","11","22","34","0","11","22","34","2052","559","397","377","0","11","0","11","0","11","0","11","1635","566","20","32","20","32","0","11",
"1500000US170311911006","Block Group 6, Census Tract 1911, Cook County, Illinois","745","202","180","247","25","29","155","247","0","11","0","11","0","11","0","11","0","11","0","11","0","11","565","269","79","124","0","11","0","11","0","11","0","11","476","280","10","16","0","11","10","16",
"1500000US170311912001","Block Group 1, Census Tract 1912, Cook County, Illinois","2992","585","324","153","266","130","58","76","0","11","0","11","0","11","0","11","0","11","0","11","0","11","2668","625","510","244","0","11","0","11","0","11","0","11","2146","588","12","12","6","9","6","9",
"1500000US170311912002","Block Group 2, Census Tract 1912, Cook County, Illinois","889","279","62","39","48","38","14","26","0","11","0","11","0","11","0","11","0","11","0","11","0","11","827","292","162","114","0","11","17","26","0","11","0","11","648","263","0","11","0","11","0","11",
"1500000US170311913011","Block Group 1, Census Tract 1913.01, Cook County, Illinois","3052","653","435","333","92","112","317","328","0","11","26","41","0","11","0","11","0","11","0","11","0","11","2617","617","825","525","0","11","0","11","0","11","0","11","1792","570","0","11","0","11","0","11",
"1500000US170311913012","Block Group 2, Census Tract 1913.01, Cook County, Illinois","1675","680","243","269","9","14","220","266","0","11","14","25","0","11","0","11","0","11","0","11","0","11","1432","661","408","343","0","11","77","147","0","11","0","11","904","610","43","51","43","51","0","11",
"1500000US170311913013","Block Group 3, Census Tract 1913.01, Cook County, Illinois","1234","549","203","155","50","49","153","150","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1031","551","346","316","0","11","0","11","0","11","0","11","685","455","0","11","0","11","0","11",
"1500000US170311913021","Block Group 1, Census Tract 1913.02, Cook County, Illinois","2230","882","79","81","61","78","18","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","2151","892","975","590","0","11","0","11","0","11","0","11","1151","784","25","28","25","28","0","11",
"1500000US170311913022","Block Group 2, Census Tract 1913.02, Cook County, Illinois","2803","788","238","172","117","103","106","121","0","11","0","11","0","11","0","11","15","25","0","11","15","25","2565","828","1027","538","142","282","0","11","0","11","0","11","1396","734","0","11","0","11","0","11",
"1500000US170312001001","Block Group 1, Census Tract 2001, Cook County, Illinois","1056","408","188","119","100","69","31","49","0","11","57","59","0","11","0","11","0","11","0","11","0","11","868","384","246","191","0","11","0","11","0","11","0","11","622","379","0","11","0","11","0","11",
"1500000US170312001002","Block Group 2, Census Tract 2001, Cook County, Illinois","1434","411","243","129","219","117","10","16","0","11","0","11","0","11","0","11","14","21","0","11","14","21","1191","439","568","397","12","18","0","11","0","11","0","11","611","447","0","11","0","11","0","11",
"1500000US170312001003","Block Group 3, Census Tract 2001, Cook County, Illinois","2161","558","339","215","260","175","0","11","0","11","70","81","0","11","0","11","9","16","0","11","9","16","1822","592","519","290","0","11","0","11","0","11","44","67","1217","580","42","39","26","29","16","24",
"1500000US170312002001","Block Group 1, Census Tract 2002, Cook County, Illinois","1257","399","249","177","232","178","17","34","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1008","385","324","298","0","11","0","11","0","11","0","11","684","320","0","11","0","11","0","11",
"1500000US170312002002","Block Group 2, Census Tract 2002, Cook County, Illinois","1479","465","115","86","108","84","0","11","0","11","0","11","0","11","0","11","7","12","0","11","7","12","1364","475","100","124","0","11","0","11","0","11","0","11","1251","472","13","16","13","16","0","11",
"1500000US170312002003","Block Group 3, Census Tract 2002, Cook County, Illinois","1017","327","58","55","27","27","0","11","0","11","0","11","0","11","31","48","0","11","0","11","0","11","959","328","121","86","0","11","0","11","0","11","0","11","830","351","8","12","0","11","8","12",
"1500000US170312002004","Block Group 4, Census Tract 2002, Cook County, Illinois","1616","528","62","48","35","35","22","26","0","11","0","11","0","11","5","9","0","11","0","11","0","11","1554","513","309","282","0","11","0","11","0","11","0","11","1239","490","6","10","6","10","0","11",
"1500000US170312003001","Block Group 1, Census Tract 2003, Cook County, Illinois","1174","213","152","91","152","91","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1022","219","225","156","11","17","0","11","0","11","0","11","702","182","84","83","70","84","14","16",
"1500000US170312003002","Block Group 2, Census Tract 2003, Cook County, Illinois","1057","278","59","44","36","33","0","11","0","11","15","23","0","11","8","14","0","11","0","11","0","11","998","286","393","223","10","14","0","11","0","11","0","11","591","212","4","7","4","7","0","11",
"1500000US170312004011","Block Group 1, Census Tract 2004.01, Cook County, Illinois","1059","517","142","106","142","106","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","917","502","549","449","0","11","0","11","0","11","0","11","350","356","18","29","0","11","18","29",
"1500000US170312004012","Block Group 2, Census Tract 2004.01, Cook County, Illinois","3008","534","46","47","46","47","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","2962","542","1030","478","48","76","0","11","0","11","0","11","1879","584","5","8","5","8","0","11",
"1500000US170312004021","Block Group 1, Census Tract 2004.02, Cook County, Illinois","1090","410","99","70","7","11","27","45","0","11","7","11","0","11","52","61","6","9","0","11","6","9","991","403","363","280","15","23","0","11","0","11","0","11","599","350","14","21","0","11","14","21",
"1500000US170312004022","Block Group 2, Census Tract 2004.02, Cook County, Illinois","1078","367","73","53","31","31","0","11","0","11","0","11","0","11","0","11","42","47","0","11","42","47","1005","381","207","180","0","11","13","20","0","11","0","11","754","350","31","49","0","11","31","49",
"1500000US170312004023","Block Group 3, Census Tract 2004.02, Cook County, Illinois","1730","719","105","63","105","63","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1625","702","336","232","32","52","0","11","0","11","0","11","1257","694","0","11","0","11","0","11",
"1500000US170312101001","Block Group 1, Census Tract 2101, Cook County, Illinois","1654","359","1006","279","805","208","24","22","9","15","5","8","0","11","0","11","163","179","0","11","163","179","648","326","398","255","114","178","0","11","0","11","0","11","136","117","0","11","0","11","0","11",
"1500000US170312101002","Block Group 2, Census Tract 2101, Cook County, Illinois","1398","375","547","219","486","211","3","5","0","11","37","40","0","11","0","11","21","31","0","11","21","31","851","333","566","336","0","11","26","43","0","11","0","11","259","180","0","11","0","11","0","11",
"1500000US170312101003","Block Group 3, Census Tract 2101, Cook County, Illinois","939","241","617","169","508","165","17","18","0","11","51","35","0","11","0","11","41","31","0","11","41","31","322","186","304","180","0","11","0","11","9","14","0","11","0","11","9","14","0","11","9","14",
"1500000US170312104001","Block Group 1, Census Tract 2104, Cook County, Illinois","1905","294","774","177","463","143","49","51","0","11","211","132","0","11","21","34","30","41","0","11","30","41","1131","301","999","316","0","11","0","11","0","11","0","11","125","82","7","9","3","6","4","6",
"1500000US170312104002","Block Group 2, Census Tract 2104, Cook County, Illinois","1094","428","141","61","130","58","0","11","0","11","11","18","0","11","0","11","0","11","0","11","0","11","953","444","846","433","0","11","10","17","0","11","0","11","85","86","12","18","0","11","12","18",
"1500000US170312105011","Block Group 1, Census Tract 2105.01, Cook County, Illinois","1326","435","244","137","153","85","36","52","26","41","29","46","0","11","0","11","0","11","0","11","0","11","1082","455","934","440","0","11","148","239","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170312105012","Block Group 2, Census Tract 2105.01, Cook County, Illinois","3380","441","1307","256","1038","253","166","142","0","11","38","36","0","11","0","11","65","67","0","11","65","67","2073","454","1633","455","0","11","0","11","0","11","0","11","411","395","29","34","14","22","15","28",
"1500000US170312105021","Block Group 1, Census Tract 2105.02, Cook County, Illinois","2009","604","418","175","392","172","17","28","0","11","0","11","0","11","0","11","9","15","0","11","9","15","1591","600","1423","556","0","11","0","11","0","11","0","11","168","222","0","11","0","11","0","11",
"1500000US170312105022","Block Group 2, Census Tract 2105.02, Cook County, Illinois","1744","457","751","252","670","238","0","11","0","11","0","11","0","11","0","11","81","104","0","11","81","104","993","469","900","460","0","11","0","11","0","11","0","11","93","99","0","11","0","11","0","11",
"1500000US170312105023","Block Group 3, Census Tract 2105.02, Cook County, Illinois","1293","316","304","183","266","180","24","36","0","11","0","11","0","11","0","11","14","27","0","11","14","27","989","316","975","324","14","28","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170312106011","Block Group 1, Census Tract 2106.01, Cook County, Illinois","966","370","235","236","81","113","0","11","0","11","154","214","0","11","0","11","0","11","0","11","0","11","731","296","609","293","0","11","0","11","0","11","0","11","122","200","0","11","0","11","0","11",
"1500000US170312106012","Block Group 2, Census Tract 2106.01, Cook County, Illinois","948","368","356","135","314","128","33","43","0","11","9","15","0","11","0","11","0","11","0","11","0","11","592","361","419","322","0","11","0","11","0","11","0","11","173","163","0","11","0","11","0","11",
"1500000US170312106013","Block Group 3, Census Tract 2106.01, Cook County, Illinois","1337","400","454","169","292","130","15","27","0","11","124","134","0","11","0","11","23","36","0","11","23","36","883","418","703","366","0","11","0","11","0","11","0","11","180","212","0","11","0","11","0","11",
"1500000US170312106021","Block Group 1, Census Tract 2106.02, Cook County, Illinois","1489","409","461","172","426","169","8","14","0","11","27","25","0","11","0","11","0","11","0","11","0","11","1028","406","980","408","0","11","0","11","0","11","0","11","0","11","48","61","48","61","0","11",
"1500000US170312106022","Block Group 2, Census Tract 2106.02, Cook County, Illinois","987","477","228","111","200","108","0","11","0","11","0","11","0","11","0","11","28","45","0","11","28","45","759","502","687","502","0","11","0","11","0","11","0","11","72","83","0","11","0","11","0","11",
"1500000US170312106023","Block Group 3, Census Tract 2106.02, Cook County, Illinois","1556","449","393","170","371","172","6","9","9","16","7","14","0","11","0","11","0","11","0","11","0","11","1163","424","979","430","52","83","0","11","0","11","0","11","111","74","21","25","21","25","0","11",
"1500000US170312107001","Block Group 1, Census Tract 2107, Cook County, Illinois","1022","311","330","156","330","156","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","692","330","683","334","0","11","0","11","0","11","0","11","9","16","0","11","0","11","0","11",
"1500000US170312107002","Block Group 2, Census Tract 2107, Cook County, Illinois","1458","360","533","241","422","182","0","11","0","11","111","164","0","11","0","11","0","11","0","11","0","11","925","307","852","313","0","11","0","11","12","19","0","11","61","73","0","11","0","11","0","11",
"1500000US170312107003","Block Group 3, Census Tract 2107, Cook County, Illinois","1790","441","619","186","585","187","13","16","0","11","12","18","0","11","0","11","9","14","0","11","9","14","1171","448","1013","447","0","11","9","14","0","11","0","11","101","85","48","55","22","34","26","43",
"1500000US170312108001","Block Group 1, Census Tract 2108, Cook County, Illinois","1127","139","476","157","444","156","14","17","0","11","14","17","0","11","0","11","4","6","0","11","4","6","651","175","395","155","4","7","0","11","0","11","0","11","252","154","0","11","0","11","0","11",
"1500000US170312109001","Block Group 1, Census Tract 2109, Cook County, Illinois","2070","356","794","224","566","177","116","73","0","11","99","105","0","11","0","11","13","24","0","11","13","24","1276","359","775","340","22","34","0","11","0","11","0","11","479","270","0","11","0","11","0","11",
"1500000US170312109002","Block Group 2, Census Tract 2109, Cook County, Illinois","1037","349","512","189","371","169","58","58","0","11","52","47","0","11","0","11","31","51","31","51","0","11","525","347","486","340","0","11","0","11","0","11","0","11","39","67","0","11","0","11","0","11",
"1500000US170312203001","Block Group 1, Census Tract 2203, Cook County, Illinois","1166","215","809","172","689","134","73","59","0","11","27","31","0","11","0","11","20","17","5","7","15","16","357","156","236","141","5","10","0","11","0","11","0","11","113","129","3","18","3","18","0","11",
"1500000US170312203002","Block Group 2, Census Tract 2203, Cook County, Illinois","987","281","852","304","696","203","2","4","2","3","16","17","0","11","0","11","136","190","0","11","136","190","135","99","103","94","4","7","0","11","0","11","0","11","18","23","10","17","0","11","10","17",
"1500000US170312204001","Block Group 1, Census Tract 2204, Cook County, Illinois","1131","256","921","205","893","202","0","11","0","11","28","24","0","11","0","11","0","11","0","11","0","11","210","161","104","70","0","11","0","11","0","11","0","11","106","149","0","11","0","11","0","11",
"1500000US170312204002","Block Group 2, Census Tract 2204, Cook County, Illinois","1487","375","903","242","724","225","24","37","7","10","128","146","0","11","0","11","20","31","0","11","20","31","584","257","350","308","0","11","0","11","0","11","0","11","234","365","0","11","0","11","0","11",
"1500000US170312205001","Block Group 1, Census Tract 2205, Cook County, Illinois","955","192","766","182","636","140","71","110","0","11","40","27","0","11","11","17","8","13","0","11","8","13","189","101","147","97","0","11","0","11","0","11","0","11","34","37","8","13","8","13","0","11",
"1500000US170312205002","Block Group 2, Census Tract 2205, Cook County, Illinois","880","173","589","151","566","152","7","10","0","11","0","11","0","11","0","11","16","26","0","11","16","26","291","129","269","127","22","34","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170312205003","Block Group 3, Census Tract 2205, Cook County, Illinois","896","187","576","162","481","164","42","54","0","11","48","32","0","11","0","11","5","9","0","11","5","9","320","138","277","135","19","30","0","11","0","11","0","11","17","27","7","12","0","11","7","12",
"1500000US170312206011","Block Group 1, Census Tract 2206.01, Cook County, Illinois","674","156","524","173","370","150","135","107","0","11","4","7","15","25","0","11","0","11","0","11","0","11","150","96","73","72","5","8","0","11","0","11","0","11","66","68","6","13","0","11","6","13",
"1500000US170312206012","Block Group 2, Census Tract 2206.01, Cook County, Illinois","775","203","280","91","257","83","23","26","0","11","0","11","0","11","0","11","0","11","0","11","0","11","495","169","436","163","0","11","0","11","0","11","0","11","49","60","10","16","5","8","5","9",
"1500000US170312206021","Block Group 1, Census Tract 2206.02, Cook County, Illinois","461","164","422","167","320","150","10","16","0","11","92","155","0","11","0","11","0","11","0","11","0","11","39","49","39","49","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170312206022","Block Group 2, Census Tract 2206.02, Cook County, Illinois","624","313","455","283","435","282","10","15","0","11","0","11","0","11","0","11","10","16","0","11","10","16","169","148","157","146","0","11","0","11","12","18","0","11","0","11","0","11","0","11","0","11",
"1500000US170312206023","Block Group 3, Census Tract 2206.02, Cook County, Illinois","1199","283","651","184","497","152","132","101","0","11","22","25","0","11","0","11","0","11","0","11","0","11","548","250","279","214","23","43","0","11","36","58","0","11","210","131","0","11","0","11","0","11",
"1500000US170312206024","Block Group 4, Census Tract 2206.02, Cook County, Illinois","1623","476","1006","278","809","277","77","79","0","11","59","59","0","11","0","11","61","68","0","11","61","68","617","396","617","396","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170312206025","Block Group 5, Census Tract 2206.02, Cook County, Illinois","647","392","427","315","218","197","21","24","0","11","188","241","0","11","0","11","0","11","0","11","0","11","220","228","199","223","12","20","0","11","0","11","0","11","9","16","0","11","0","11","0","11",
"1500000US170312207011","Block Group 1, Census Tract 2207.01, Cook County, Illinois","1049","433","418","264","282","256","67","104","0","11","69","103","0","11","0","11","0","11","0","11","0","11","631","340","612","338","0","11","0","11","0","11","0","11","19","32","0","11","0","11","0","11",
"1500000US170312207012","Block Group 2, Census Tract 2207.01, Cook County, Illinois","1092","295","328","170","328","170","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","764","322","748","319","0","11","8","14","0","11","0","11","8","13","0","11","0","11","0","11",
"1500000US170312207013","Block Group 3, Census Tract 2207.01, Cook County, Illinois","1558","491","429","253","137","99","285","235","0","11","0","11","0","11","0","11","7","12","0","11","7","12","1129","456","1088","458","0","11","0","11","0","11","0","11","41","53","0","11","0","11","0","11",
"1500000US170312207021","Block Group 1, Census Tract 2207.02, Cook County, Illinois","2040","552","247","148","159","88","16","19","0","11","37","61","0","11","0","11","35","63","0","11","35","63","1793","529","1562","521","18","31","0","11","0","11","0","11","213","256","0","11","0","11","0","11",
