"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Owner occupied","Margin of Error!!Total!!Owner occupied","Estimate!!Total!!Renter occupied","Margin of Error!!Total!!Renter occupied",
"1500000US170318241212","Block Group 2, Census Tract 8241.21, Cook County, Illinois","647","67","639","68","8","13",
"1500000US170318241221","Block Group 1, Census Tract 8241.22, Cook County, Illinois","770","108","688","127","82","76",
"1500000US170318241222","Block Group 2, Census Tract 8241.22, Cook County, Illinois","902","115","861","113","41","65",
"1500000US170318241223","Block Group 3, Census Tract 8241.22, Cook County, Illinois","540","76","513","86","27","41",
"1500000US170318241231","Block Group 1, Census Tract 8241.23, Cook County, Illinois","426","90","403","94","23","28",
"1500000US170318241232","Block Group 2, Census Tract 8241.23, Cook County, Illinois","772","129","529","99","243","91",
"1500000US170318241233","Block Group 3, Census Tract 8241.23, Cook County, Illinois","808","117","766","124","42","44",
"1500000US170318241234","Block Group 4, Census Tract 8241.23, Cook County, Illinois","453","88","336","79","117","85",
"1500000US170318241235","Block Group 5, Census Tract 8241.23, Cook County, Illinois","353","115","318","105","35","53",
"1500000US170318243001","Block Group 1, Census Tract 8243, Cook County, Illinois","429","99","377","93","52","46",
"1500000US170318243002","Block Group 2, Census Tract 8243, Cook County, Illinois","699","130","327","89","372","138",
"1500000US170318243003","Block Group 3, Census Tract 8243, Cook County, Illinois","647","149","290","112","357","123",
"1500000US170318244001","Block Group 1, Census Tract 8244, Cook County, Illinois","820","80","367","72","453","76",
"1500000US170318245031","Block Group 1, Census Tract 8245.03, Cook County, Illinois","314","97","305","99","9","16",
"1500000US170318245032","Block Group 2, Census Tract 8245.03, Cook County, Illinois","764","130","665","123","99","85",
"1500000US170318245033","Block Group 3, Census Tract 8245.03, Cook County, Illinois","419","82","419","82","0","11",
"1500000US170318245034","Block Group 4, Census Tract 8245.03, Cook County, Illinois","656","73","641","75","15","24",
"1500000US170318245035","Block Group 5, Census Tract 8245.03, Cook County, Illinois","650","169","598","162","52","39",
"1500000US170318245051","Block Group 1, Census Tract 8245.05, Cook County, Illinois","1156","158","555","185","601","193",
"1500000US170318245052","Block Group 2, Census Tract 8245.05, Cook County, Illinois","544","120","490","104","54","67",
"1500000US170318245053","Block Group 3, Census Tract 8245.05, Cook County, Illinois","732","147","684","146","48","64",
"1500000US170318245061","Block Group 1, Census Tract 8245.06, Cook County, Illinois","277","117","111","49","166","117",
"1500000US170318245062","Block Group 2, Census Tract 8245.06, Cook County, Illinois","359","89","359","89","0","11",
"1500000US170318245063","Block Group 3, Census Tract 8245.06, Cook County, Illinois","711","132","663","136","48","47",
"1500000US170318245064","Block Group 4, Census Tract 8245.06, Cook County, Illinois","891","128","708","116","183","72",
"1500000US170318245065","Block Group 5, Census Tract 8245.06, Cook County, Illinois","759","105","759","105","0","11",
"1500000US170318245071","Block Group 1, Census Tract 8245.07, Cook County, Illinois","984","90","632","85","352","80",
"1500000US170318245072","Block Group 2, Census Tract 8245.07, Cook County, Illinois","737","74","717","75","20","23",
"1500000US170318246011","Block Group 1, Census Tract 8246.01, Cook County, Illinois","370","79","370","79","0","11",
"1500000US170318246012","Block Group 2, Census Tract 8246.01, Cook County, Illinois","384","73","274","59","110","63",
"1500000US170318246013","Block Group 3, Census Tract 8246.01, Cook County, Illinois","269","62","239","56","30","25",
"1500000US170318246014","Block Group 4, Census Tract 8246.01, Cook County, Illinois","575","81","521","80","54","49",
"1500000US170318246021","Block Group 1, Census Tract 8246.02, Cook County, Illinois","521","111","473","102","48","52",
"1500000US170318246022","Block Group 2, Census Tract 8246.02, Cook County, Illinois","589","112","505","115","84","46",
"1500000US170318246023","Block Group 3, Census Tract 8246.02, Cook County, Illinois","769","123","434","102","335","135",
"1500000US170318246024","Block Group 4, Census Tract 8246.02, Cook County, Illinois","275","74","275","74","0","11",
"1500000US170318246025","Block Group 5, Census Tract 8246.02, Cook County, Illinois","334","91","234","82","100","70",
"1500000US170318247011","Block Group 1, Census Tract 8247.01, Cook County, Illinois","690","107","488","106","202","91",
"1500000US170318247012","Block Group 2, Census Tract 8247.01, Cook County, Illinois","450","96","418","112","32","49",
"1500000US170318247013","Block Group 3, Census Tract 8247.01, Cook County, Illinois","285","95","119","58","166","83",
"1500000US170318247021","Block Group 1, Census Tract 8247.02, Cook County, Illinois","455","81","351","69","104","66",
"1500000US170318247022","Block Group 2, Census Tract 8247.02, Cook County, Illinois","512","117","383","87","129","81",
"1500000US170318247023","Block Group 3, Census Tract 8247.02, Cook County, Illinois","903","130","793","109","110","70",
"1500000US170318248001","Block Group 1, Census Tract 8248, Cook County, Illinois","733","168","507","138","226","126",
"1500000US170318248002","Block Group 2, Census Tract 8248, Cook County, Illinois","465","126","331","114","134","98",
"1500000US170318248003","Block Group 3, Census Tract 8248, Cook County, Illinois","398","136","270","111","128","102",
"1500000US170318248004","Block Group 4, Census Tract 8248, Cook County, Illinois","483","125","382","125","101","85",
"1500000US170318249001","Block Group 1, Census Tract 8249, Cook County, Illinois","335","82","264","79","71","46",
"1500000US170318249002","Block Group 2, Census Tract 8249, Cook County, Illinois","781","102","626","88","155","63",
"1500000US170318250001","Block Group 1, Census Tract 8250, Cook County, Illinois","790","119","541","111","249","115",
"1500000US170318250002","Block Group 2, Census Tract 8250, Cook County, Illinois","482","123","172","68","310","114",
"1500000US170318250003","Block Group 3, Census Tract 8250, Cook County, Illinois","531","109","485","113","46","47",
"1500000US170318252001","Block Group 1, Census Tract 8252, Cook County, Illinois","213","54","213","54","0","11",
"1500000US170318252002","Block Group 2, Census Tract 8252, Cook County, Illinois","374","62","319","56","55","37",
"1500000US170318253021","Block Group 1, Census Tract 8253.02, Cook County, Illinois","739","141","479","105","260","123",
"1500000US170318253022","Block Group 2, Census Tract 8253.02, Cook County, Illinois","615","151","305","84","310","124",
"1500000US170318253023","Block Group 3, Census Tract 8253.02, Cook County, Illinois","782","112","730","108","52","61",
"1500000US170318253031","Block Group 1, Census Tract 8253.03, Cook County, Illinois","655","122","221","73","434","111",
"1500000US170318253032","Block Group 2, Census Tract 8253.03, Cook County, Illinois","339","93","339","93","0","11",
"1500000US170318253033","Block Group 3, Census Tract 8253.03, Cook County, Illinois","310","92","247","75","63","79",
"1500000US170318253034","Block Group 4, Census Tract 8253.03, Cook County, Illinois","300","88","188","59","112","75",
"1500000US170318253041","Block Group 1, Census Tract 8253.04, Cook County, Illinois","740","126","508","100","232","84",
"1500000US170318253042","Block Group 2, Census Tract 8253.04, Cook County, Illinois","836","117","792","99","44","67",
"1500000US170318254001","Block Group 1, Census Tract 8254, Cook County, Illinois","559","116","536","118","23","27",
"1500000US170318254002","Block Group 2, Census Tract 8254, Cook County, Illinois","924","154","758","146","166","96",
"1500000US170318254003","Block Group 3, Census Tract 8254, Cook County, Illinois","720","157","434","133","286","97",
"1500000US170318255011","Block Group 1, Census Tract 8255.01, Cook County, Illinois","400","94","200","81","200","81",
"1500000US170318255012","Block Group 2, Census Tract 8255.01, Cook County, Illinois","972","181","595","130","377","129",
"1500000US170318255013","Block Group 3, Census Tract 8255.01, Cook County, Illinois","741","131","615","137","126","102",
"1500000US170318255031","Block Group 1, Census Tract 8255.03, Cook County, Illinois","149","94","149","94","0","11",
"1500000US170318255032","Block Group 2, Census Tract 8255.03, Cook County, Illinois","503","160","295","137","208","146",
"1500000US170318255033","Block Group 3, Census Tract 8255.03, Cook County, Illinois","363","164","208","113","155","118",
"1500000US170318255034","Block Group 4, Census Tract 8255.03, Cook County, Illinois","752","199","600","207","152","106",
"1500000US170318255035","Block Group 5, Census Tract 8255.03, Cook County, Illinois","675","167","675","167","0","11",
"1500000US170318255041","Block Group 1, Census Tract 8255.04, Cook County, Illinois","589","97","437","73","152","64",
"1500000US170318255042","Block Group 2, Census Tract 8255.04, Cook County, Illinois","646","122","290","86","356","123",
"1500000US170318255051","Block Group 1, Census Tract 8255.05, Cook County, Illinois","467","107","420","105","47","46",
"1500000US170318255052","Block Group 2, Census Tract 8255.05, Cook County, Illinois","295","75","242","67","53","39",
"1500000US170318255053","Block Group 3, Census Tract 8255.05, Cook County, Illinois","380","113","380","113","0","11",
"1500000US170318255054","Block Group 4, Census Tract 8255.05, Cook County, Illinois","616","110","434","95","182","95",
"1500000US170318256001","Block Group 1, Census Tract 8256, Cook County, Illinois","483","113","327","89","156","110",
"1500000US170318256002","Block Group 2, Census Tract 8256, Cook County, Illinois","736","146","609","135","127","81",
"1500000US170318256003","Block Group 3, Census Tract 8256, Cook County, Illinois","577","112","425","119","152","80",
"1500000US170318256004","Block Group 4, Census Tract 8256, Cook County, Illinois","230","86","152","72","78","61",
"1500000US170318257001","Block Group 1, Census Tract 8257, Cook County, Illinois","297","50","196","39","101","43",
"1500000US170318257002","Block Group 2, Census Tract 8257, Cook County, Illinois","691","90","412","72","279","77",
"1500000US170318257003","Block Group 3, Census Tract 8257, Cook County, Illinois","412","77","288","64","124","59",
"1500000US170318258011","Block Group 1, Census Tract 8258.01, Cook County, Illinois","422","117","301","97","121","73",
"1500000US170318258012","Block Group 2, Census Tract 8258.01, Cook County, Illinois","613","102","334","90","279","95",
"1500000US170318258013","Block Group 3, Census Tract 8258.01, Cook County, Illinois","458","98","49","45","409","99",
"1500000US170318258021","Block Group 1, Census Tract 8258.02, Cook County, Illinois","583","147","386","124","197","102",
"1500000US170318258022","Block Group 2, Census Tract 8258.02, Cook County, Illinois","601","123","386","116","215","115",
"1500000US170318258023","Block Group 3, Census Tract 8258.02, Cook County, Illinois","715","157","619","164","96","84",
"1500000US170318258031","Block Group 1, Census Tract 8258.03, Cook County, Illinois","776","127","399","103","377","104",
"1500000US170318258032","Block Group 2, Census Tract 8258.03, Cook County, Illinois","238","68","209","69","29","43",
"1500000US170318258033","Block Group 3, Census Tract 8258.03, Cook County, Illinois","447","98","351","118","96","65",
"1500000US170318258034","Block Group 4, Census Tract 8258.03, Cook County, Illinois","364","116","161","91","203","100",
"1500000US170318258035","Block Group 5, Census Tract 8258.03, Cook County, Illinois","628","157","26","24","602","155",
"1500000US170318259001","Block Group 1, Census Tract 8259, Cook County, Illinois","376","105","135","61","241","96",
"1500000US170318259002","Block Group 2, Census Tract 8259, Cook County, Illinois","424","108","292","93","132","80",
"1500000US170318259003","Block Group 3, Census Tract 8259, Cook County, Illinois","325","74","244","66","81","60",
"1500000US170318260001","Block Group 1, Census Tract 8260, Cook County, Illinois","374","96","107","59","267","94",
"1500000US170318260002","Block Group 2, Census Tract 8260, Cook County, Illinois","340","88","166","60","174","74",
"1500000US170318260003","Block Group 3, Census Tract 8260, Cook County, Illinois","404","96","209","68","195","82",
"1500000US170318261001","Block Group 1, Census Tract 8261, Cook County, Illinois","301","120","105","57","196","110",
"1500000US170318261002","Block Group 2, Census Tract 8261, Cook County, Illinois","352","100","305","101","47","54",
"1500000US170318261003","Block Group 3, Census Tract 8261, Cook County, Illinois","435","122","431","124","4","10",
"1500000US170318261004","Block Group 4, Census Tract 8261, Cook County, Illinois","304","137","304","137","0","11",
"1500000US170318261005","Block Group 5, Census Tract 8261, Cook County, Illinois","294","120","143","60","151","114",
"1500000US170318261006","Block Group 6, Census Tract 8261, Cook County, Illinois","419","164","289","150","130","91",
"1500000US170318262011","Block Group 1, Census Tract 8262.01, Cook County, Illinois","189","76","110","61","79","69",
"1500000US170318262012","Block Group 2, Census Tract 8262.01, Cook County, Illinois","297","110","141","55","156","95",
"1500000US170318262013","Block Group 3, Census Tract 8262.01, Cook County, Illinois","292","95","113","76","179","68",
"1500000US170318262014","Block Group 4, Census Tract 8262.01, Cook County, Illinois","1178","141","662","125","516","104",
"1500000US170318262021","Block Group 1, Census Tract 8262.02, Cook County, Illinois","446","113","398","107","48","73",
"1500000US170318262022","Block Group 2, Census Tract 8262.02, Cook County, Illinois","372","114","276","133","96","82",
"1500000US170318262023","Block Group 3, Census Tract 8262.02, Cook County, Illinois","661","134","419","126","242","138",
"1500000US170318262024","Block Group 4, Census Tract 8262.02, Cook County, Illinois","171","59","157","56","14","22",
"1500000US170318262025","Block Group 5, Census Tract 8262.02, Cook County, Illinois","482","126","273","97","209","104",
"1500000US170318263011","Block Group 1, Census Tract 8263.01, Cook County, Illinois","528","110","489","101","39","49",
"1500000US170318263012","Block Group 2, Census Tract 8263.01, Cook County, Illinois","404","87","307","70","97","64",
"1500000US170318263013","Block Group 3, Census Tract 8263.01, Cook County, Illinois","455","120","329","96","126","76",
"1500000US170318263031","Block Group 1, Census Tract 8263.03, Cook County, Illinois","244","81","215","70","29","45",
"1500000US170318263032","Block Group 2, Census Tract 8263.03, Cook County, Illinois","279","104","229","104","50","55",
"1500000US170318263033","Block Group 3, Census Tract 8263.03, Cook County, Illinois","300","88","293","89","7","11",
"1500000US170318263034","Block Group 4, Census Tract 8263.03, Cook County, Illinois","556","97","433","90","123","74",
"1500000US170318263041","Block Group 1, Census Tract 8263.04, Cook County, Illinois","311","97","153","65","158","73",
"1500000US170318263042","Block Group 2, Census Tract 8263.04, Cook County, Illinois","387","95","275","95","112","66",
"1500000US170318263043","Block Group 3, Census Tract 8263.04, Cook County, Illinois","550","125","237","76","313","115",
"1500000US170318264011","Block Group 1, Census Tract 8264.01, Cook County, Illinois","671","111","563","114","108","75",
"1500000US170318264012","Block Group 2, Census Tract 8264.01, Cook County, Illinois","676","108","432","104","244","83",
"1500000US170318264021","Block Group 1, Census Tract 8264.02, Cook County, Illinois","242","63","169","56","73","49",
"1500000US170318264022","Block Group 2, Census Tract 8264.02, Cook County, Illinois","311","86","255","83","56","42",
"1500000US170318264023","Block Group 3, Census Tract 8264.02, Cook County, Illinois","447","95","320","80","127","76",
"1500000US170318264024","Block Group 4, Census Tract 8264.02, Cook County, Illinois","402","76","304","75","98","62",
"1500000US170318264025","Block Group 5, Census Tract 8264.02, Cook County, Illinois","353","75","280","72","73","41",
"1500000US170318265001","Block Group 1, Census Tract 8265, Cook County, Illinois","646","158","337","113","309","123",
"1500000US170318265002","Block Group 2, Census Tract 8265, Cook County, Illinois","144","64","82","62","62","43",
"1500000US170318265003","Block Group 3, Census Tract 8265, Cook County, Illinois","465","119","316","108","149","70",
"1500000US170318265004","Block Group 4, Census Tract 8265, Cook County, Illinois","728","142","491","139","237","128",
"1500000US170318266001","Block Group 1, Census Tract 8266, Cook County, Illinois","441","95","187","65","254","98",
"1500000US170318266002","Block Group 2, Census Tract 8266, Cook County, Illinois","337","101","215","77","122","85",
"1500000US170318266003","Block Group 3, Census Tract 8266, Cook County, Illinois","666","120","411","97","255","93",
"1500000US170318266004","Block Group 4, Census Tract 8266, Cook County, Illinois","258","79","167","56","91","59",
"1500000US170318266005","Block Group 5, Census Tract 8266, Cook County, Illinois","415","113","194","73","221","89",
"1500000US170318267001","Block Group 1, Census Tract 8267, Cook County, Illinois","651","140","139","78","512","155",
"1500000US170318267002","Block Group 2, Census Tract 8267, Cook County, Illinois","689","155","231","83","458","145",
"1500000US170318267003","Block Group 3, Census Tract 8267, Cook County, Illinois","296","91","188","79","108","80",
"1500000US170318267004","Block Group 4, Census Tract 8267, Cook County, Illinois","459","148","286","125","173","101",
"1500000US170318268001","Block Group 1, Census Tract 8268, Cook County, Illinois","287","91","144","55","143","71",
"1500000US170318268002","Block Group 2, Census Tract 8268, Cook County, Illinois","693","129","331","121","362","121",
"1500000US170318268003","Block Group 3, Census Tract 8268, Cook County, Illinois","376","126","224","103","152","94",
"1500000US170318268004","Block Group 4, Census Tract 8268, Cook County, Illinois","206","90","124","57","82","68",
"1500000US170318269011","Block Group 1, Census Tract 8269.01, Cook County, Illinois","659","95","332","84","327","87",
"1500000US170318269021","Block Group 1, Census Tract 8269.02, Cook County, Illinois","239","69","173","68","66","39",
"1500000US170318269022","Block Group 2, Census Tract 8269.02, Cook County, Illinois","205","48","109","45","96","40",
"1500000US170318270001","Block Group 1, Census Tract 8270, Cook County, Illinois","516","135","228","108","288","91",
"1500000US170318270002","Block Group 2, Census Tract 8270, Cook County, Illinois","276","83","183","79","93","62",
"1500000US170318270003","Block Group 3, Census Tract 8270, Cook County, Illinois","520","128","163","85","357","129",
"1500000US170318271001","Block Group 1, Census Tract 8271, Cook County, Illinois","216","73","88","54","128","57",
"1500000US170318271002","Block Group 2, Census Tract 8271, Cook County, Illinois","274","69","124","38","150","72",
"1500000US170318271003","Block Group 3, Census Tract 8271, Cook County, Illinois","409","86","125","49","284","87",
"1500000US170318272001","Block Group 1, Census Tract 8272, Cook County, Illinois","581","102","315","80","266","88",
"1500000US170318272002","Block Group 2, Census Tract 8272, Cook County, Illinois","315","59","187","52","128","51",
"1500000US170318272003","Block Group 3, Census Tract 8272, Cook County, Illinois","348","78","206","53","142","66",
"1500000US170318272004","Block Group 4, Census Tract 8272, Cook County, Illinois","317","92","192","78","125","81",
"1500000US170318273001","Block Group 1, Census Tract 8273, Cook County, Illinois","146","74","22","26","124","72",
"1500000US170318273002","Block Group 2, Census Tract 8273, Cook County, Illinois","450","113","135","78","315","96",
"1500000US170318273003","Block Group 3, Census Tract 8273, Cook County, Illinois","374","91","292","84","82","53",
"1500000US170318274001","Block Group 1, Census Tract 8274, Cook County, Illinois","270","105","51","39","219","98",
"1500000US170318274002","Block Group 2, Census Tract 8274, Cook County, Illinois","408","110","260","82","148","96",
"1500000US170318274003","Block Group 3, Census Tract 8274, Cook County, Illinois","197","76","116","51","81","67",
"1500000US170318274004","Block Group 4, Census Tract 8274, Cook County, Illinois","536","142","93","78","443","125",
"1500000US170318275001","Block Group 1, Census Tract 8275, Cook County, Illinois","392","97","264","71","128","82",
"1500000US170318275002","Block Group 2, Census Tract 8275, Cook County, Illinois","796","146","452","117","344","136",
"1500000US170318275003","Block Group 3, Census Tract 8275, Cook County, Illinois","509","135","247","94","262","110",
"1500000US170318276001","Block Group 1, Census Tract 8276, Cook County, Illinois","290","100","179","91","111","83",
"1500000US170318276002","Block Group 2, Census Tract 8276, Cook County, Illinois","629","128","405","90","224","114",
"1500000US170318276003","Block Group 3, Census Tract 8276, Cook County, Illinois","232","92","130","86","102","60",
"1500000US170318277001","Block Group 1, Census Tract 8277, Cook County, Illinois","606","109","350","83","256","87",
"1500000US170318277002","Block Group 2, Census Tract 8277, Cook County, Illinois","369","76","236","79","133","55",
"1500000US170318278011","Block Group 1, Census Tract 8278.01, Cook County, Illinois","300","87","182","60","118","60",
"1500000US170318278012","Block Group 2, Census Tract 8278.01, Cook County, Illinois","297","93","297","93","0","11",
"1500000US170318278013","Block Group 3, Census Tract 8278.01, Cook County, Illinois","389","103","381","106","8","13",
"1500000US170318278014","Block Group 4, Census Tract 8278.01, Cook County, Illinois","655","108","571","109","84","61",
"1500000US170318278021","Block Group 1, Census Tract 8278.02, Cook County, Illinois","585","78","580","79","5","9",
"1500000US170318278022","Block Group 2, Census Tract 8278.02, Cook County, Illinois","562","77","534","79","28","29",
"1500000US170318278041","Block Group 1, Census Tract 8278.04, Cook County, Illinois","506","107","444","97","62","66",
"1500000US170318278042","Block Group 2, Census Tract 8278.04, Cook County, Illinois","187","72","187","72","0","11",
"1500000US170318278043","Block Group 3, Census Tract 8278.04, Cook County, Illinois","326","76","297","76","29","26",
"1500000US170318278051","Block Group 1, Census Tract 8278.05, Cook County, Illinois","308","74","283","66","25","36",
"1500000US170318278052","Block Group 2, Census Tract 8278.05, Cook County, Illinois","508","90","481","90","27","44",
"1500000US170318278053","Block Group 3, Census Tract 8278.05, Cook County, Illinois","210","63","210","63","0","11",
"1500000US170318279011","Block Group 1, Census Tract 8279.01, Cook County, Illinois","330","75","325","75","5","9",
"1500000US170318279012","Block Group 2, Census Tract 8279.01, Cook County, Illinois","513","89","479","91","34","26",
"1500000US170318279021","Block Group 1, Census Tract 8279.02, Cook County, Illinois","220","77","212","79","8","14",
"1500000US170318279022","Block Group 2, Census Tract 8279.02, Cook County, Illinois","498","118","165","52","333","115",
"1500000US170318279023","Block Group 3, Census Tract 8279.02, Cook County, Illinois","291","80","190","57","101","79",
"1500000US170318279024","Block Group 4, Census Tract 8279.02, Cook County, Illinois","396","106","229","72","167","80",
"1500000US170318279025","Block Group 5, Census Tract 8279.02, Cook County, Illinois","382","80","382","80","0","11",
"1500000US170318280001","Block Group 1, Census Tract 8280, Cook County, Illinois","463","100","444","101","19","22",
"1500000US170318280002","Block Group 2, Census Tract 8280, Cook County, Illinois","344","91","308","80","36","46",
"1500000US170318280003","Block Group 3, Census Tract 8280, Cook County, Illinois","601","123","271","93","330","101",
"1500000US170318280004","Block Group 4, Census Tract 8280, Cook County, Illinois","595","102","572","105","23","21",
"1500000US170318281001","Block Group 1, Census Tract 8281, Cook County, Illinois","276","102","233","94","43","41",
"1500000US170318281002","Block Group 2, Census Tract 8281, Cook County, Illinois","692","130","638","133","54","51",
"1500000US170318281003","Block Group 3, Census Tract 8281, Cook County, Illinois","390","123","292","128","98","52",
"1500000US170318281004","Block Group 4, Census Tract 8281, Cook County, Illinois","445","144","427","148","18","29",
"1500000US170318281005","Block Group 5, Census Tract 8281, Cook County, Illinois","298","93","221","85","77","62",
"1500000US170318282011","Block Group 1, Census Tract 8282.01, Cook County, Illinois","914","133","539","88","375","127",
"1500000US170318282012","Block Group 2, Census Tract 8282.01, Cook County, Illinois","356","72","272","74","84","46",
"1500000US170318282013","Block Group 3, Census Tract 8282.01, Cook County, Illinois","355","85","294","88","61","55",
"1500000US170318282021","Block Group 1, Census Tract 8282.02, Cook County, Illinois","437","105","437","105","0","11",
"1500000US170318282022","Block Group 2, Census Tract 8282.02, Cook County, Illinois","419","81","356","65","63","63",
"1500000US170318282023","Block Group 3, Census Tract 8282.02, Cook County, Illinois","524","123","129","59","395","114",
"1500000US170318282024","Block Group 4, Census Tract 8282.02, Cook County, Illinois","463","98","303","91","160","72",
"1500000US170318283001","Block Group 1, Census Tract 8283, Cook County, Illinois","798","110","731","104","67","39",
"1500000US170318283002","Block Group 2, Census Tract 8283, Cook County, Illinois","647","103","502","96","145","70",
"1500000US170318284011","Block Group 1, Census Tract 8284.01, Cook County, Illinois","288","65","210","56","78","42",
"1500000US170318284012","Block Group 2, Census Tract 8284.01, Cook County, Illinois","358","74","316","68","42","31",
"1500000US170318284013","Block Group 3, Census Tract 8284.01, Cook County, Illinois","290","62","211","50","79","56",
"1500000US170318284014","Block Group 4, Census Tract 8284.01, Cook County, Illinois","421","97","274","60","147","85",
"1500000US170318284021","Block Group 1, Census Tract 8284.02, Cook County, Illinois","538","71","292","62","246","65",
"1500000US170318284022","Block Group 2, Census Tract 8284.02, Cook County, Illinois","728","68","475","70","253","56",
"1500000US170318284023","Block Group 3, Census Tract 8284.02, Cook County, Illinois","470","84","386","83","84","42",
"1500000US170318285031","Block Group 1, Census Tract 8285.03, Cook County, Illinois","403","102","379","102","24","30",
"1500000US170318285032","Block Group 2, Census Tract 8285.03, Cook County, Illinois","395","90","262","80","133","62",
"1500000US170318285033","Block Group 3, Census Tract 8285.03, Cook County, Illinois","304","94","208","72","96","71",
"1500000US170318285034","Block Group 4, Census Tract 8285.03, Cook County, Illinois","298","73","283","78","15","19",
"1500000US170318285041","Block Group 1, Census Tract 8285.04, Cook County, Illinois","747","137","366","119","381","128",
"1500000US170318285042","Block Group 2, Census Tract 8285.04, Cook County, Illinois","409","116","278","116","131","93",
"1500000US170318285043","Block Group 3, Census Tract 8285.04, Cook County, Illinois","260","107","209","111","51","49",
"1500000US170318285044","Block Group 4, Census Tract 8285.04, Cook County, Illinois","292","83","157","59","135","74",
"1500000US170318285051","Block Group 1, Census Tract 8285.05, Cook County, Illinois","401","115","99","48","302","109",
"1500000US170318285052","Block Group 2, Census Tract 8285.05, Cook County, Illinois","360","84","330","84","30","34",
"1500000US170318285053","Block Group 3, Census Tract 8285.05, Cook County, Illinois","293","66","268","69","25","31",
"1500000US170318285054","Block Group 4, Census Tract 8285.05, Cook County, Illinois","377","83","346","75","31","45",
"1500000US170318285055","Block Group 5, Census Tract 8285.05, Cook County, Illinois","813","142","728","137","85","59",
"1500000US170318285061","Block Group 1, Census Tract 8285.06, Cook County, Illinois","971","158","846","142","125","106",
"1500000US170318285062","Block Group 2, Census Tract 8285.06, Cook County, Illinois","491","142","244","108","247","103",
"1500000US170318285063","Block Group 3, Census Tract 8285.06, Cook County, Illinois","567","139","438","130","129","80",
"1500000US170318285064","Block Group 4, Census Tract 8285.06, Cook County, Illinois","436","118","325","99","111","99",
"1500000US170318285065","Block Group 5, Census Tract 8285.06, Cook County, Illinois","346","126","312","123","34","41",
"1500000US170318285066","Block Group 6, Census Tract 8285.06, Cook County, Illinois","605","167","507","154","98","110",
"1500000US170318286011","Block Group 1, Census Tract 8286.01, Cook County, Illinois","303","59","303","59","0","11",
"1500000US170318286012","Block Group 2, Census Tract 8286.01, Cook County, Illinois","352","50","331","51","21","23",
"1500000US170318286013","Block Group 3, Census Tract 8286.01, Cook County, Illinois","274","53","229","50","45","48",
"1500000US170318286014","Block Group 4, Census Tract 8286.01, Cook County, Illinois","534","76","441","70","93","56",
"1500000US170318286021","Block Group 1, Census Tract 8286.02, Cook County, Illinois","592","90","531","93","61","47",
"1500000US170318286022","Block Group 2, Census Tract 8286.02, Cook County, Illinois","869","83","763","93","106","71",
"1500000US170318287011","Block Group 1, Census Tract 8287.01, Cook County, Illinois","289","66","289","66","0","11",
"1500000US170318287012","Block Group 2, Census Tract 8287.01, Cook County, Illinois","495","92","389","90","106","75",
"1500000US170318287013","Block Group 3, Census Tract 8287.01, Cook County, Illinois","327","86","266","80","61","57",
"1500000US170318287014","Block Group 4, Census Tract 8287.01, Cook County, Illinois","273","91","107","46","166","83",
"1500000US170318287021","Block Group 1, Census Tract 8287.02, Cook County, Illinois","437","98","283","97","154","64",
"1500000US170318287022","Block Group 2, Census Tract 8287.02, Cook County, Illinois","726","124","551","128","175","90",
"1500000US170318287023","Block Group 3, Census Tract 8287.02, Cook County, Illinois","635","121","570","121","65","62",
"1500000US170318288011","Block Group 1, Census Tract 8288.01, Cook County, Illinois","352","65","333","65","19","30",
"1500000US170318288012","Block Group 2, Census Tract 8288.01, Cook County, Illinois","274","63","264","60","10","17",
"1500000US170318288013","Block Group 3, Census Tract 8288.01, Cook County, Illinois","512","93","429","89","83","64",
"1500000US170318288014","Block Group 4, Census Tract 8288.01, Cook County, Illinois","268","57","268","57","0","11",
"1500000US170318288015","Block Group 5, Census Tract 8288.01, Cook County, Illinois","367","99","235","76","132","62",
"1500000US170318288021","Block Group 1, Census Tract 8288.02, Cook County, Illinois","340","61","340","61","0","11",
"1500000US170318288022","Block Group 2, Census Tract 8288.02, Cook County, Illinois","454","83","417","72","37","48",
"1500000US170318288023","Block Group 3, Census Tract 8288.02, Cook County, Illinois","363","64","322","56","41","45",
"1500000US170318289001","Block Group 1, Census Tract 8289, Cook County, Illinois","666","104","378","79","288","98",
"1500000US170318289002","Block Group 2, Census Tract 8289, Cook County, Illinois","321","70","168","42","153","66",
"1500000US170318289003","Block Group 3, Census Tract 8289, Cook County, Illinois","337","93","132","54","205","91",
"1500000US170318290001","Block Group 1, Census Tract 8290, Cook County, Illinois","239","71","27","28","212","66",
"1500000US170318290002","Block Group 2, Census Tract 8290, Cook County, Illinois","190","56","37","26","153","60",
"1500000US170318291001","Block Group 1, Census Tract 8291, Cook County, Illinois","611","95","225","69","386","95",
"1500000US170318291002","Block Group 2, Census Tract 8291, Cook County, Illinois","558","107","278","84","280","99",
"1500000US170318292001","Block Group 1, Census Tract 8292, Cook County, Illinois","482","93","462","91","20","23",
"1500000US170318292002","Block Group 2, Census Tract 8292, Cook County, Illinois","522","108","416","101","106","84",
"1500000US170318292003","Block Group 3, Census Tract 8292, Cook County, Illinois","572","125","193","80","379","123",
