"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Owner occupied","Margin of Error!!Total!!Owner occupied","Estimate!!Total!!Renter occupied","Margin of Error!!Total!!Renter occupied",
"1500000US170313109003","Block Group 3, Census Tract 3109, Cook County, Illinois","562","113","175","78","387","114",
"1500000US170313201001","Block Group 1, Census Tract 3201, Cook County, Illinois","1563","266","1009","254","554","229",
"1500000US170313201002","Block Group 2, Census Tract 3201, Cook County, Illinois","1197","308","204","118","993","274",
"1500000US170313201003","Block Group 3, Census Tract 3201, Cook County, Illinois","1286","356","235","250","1051","295",
"1500000US170313201004","Block Group 4, Census Tract 3201, Cook County, Illinois","2375","412","871","277","1504","416",
"1500000US170313204001","Block Group 1, Census Tract 3204, Cook County, Illinois","426","82","241","64","185","67",
"1500000US170313206001","Block Group 1, Census Tract 3206, Cook County, Illinois","1149","198","354","106","795","190",
"1500000US170313206002","Block Group 2, Census Tract 3206, Cook County, Illinois","1253","216","429","124","824","237",
"1500000US170313301001","Block Group 1, Census Tract 3301, Cook County, Illinois","2205","417","903","306","1302","367",
"1500000US170313301002","Block Group 2, Census Tract 3301, Cook County, Illinois","2304","433","1287","339","1017","312",
"1500000US170313301003","Block Group 3, Census Tract 3301, Cook County, Illinois","3841","508","1833","379","2008","446",
"1500000US170313301004","Block Group 4, Census Tract 3301, Cook County, Illinois","1505","291","568","173","937","254",
"1500000US170313302001","Block Group 1, Census Tract 3302, Cook County, Illinois","518","105","13","20","505","114",
"1500000US170313302002","Block Group 2, Census Tract 3302, Cook County, Illinois","1407","117","1110","137","297","90",
"1500000US170313403001","Block Group 1, Census Tract 3403, Cook County, Illinois","668","51","247","70","421","73",
"1500000US170313404001","Block Group 1, Census Tract 3404, Cook County, Illinois","651","66","307","88","344","80",
"1500000US170313405001","Block Group 1, Census Tract 3405, Cook County, Illinois","810","56","143","43","667","69",
"1500000US170313406001","Block Group 1, Census Tract 3406, Cook County, Illinois","438","50","0","11","438","50",
"1500000US170313501001","Block Group 1, Census Tract 3501, Cook County, Illinois","549","113","0","11","549","113",
"1500000US170313501002","Block Group 2, Census Tract 3501, Cook County, Illinois","923","114","0","11","923","114",
"1500000US170313504001","Block Group 1, Census Tract 3504, Cook County, Illinois","419","71","0","11","419","71",
"1500000US170313510001","Block Group 1, Census Tract 3510, Cook County, Illinois","275","86","91","51","184","81",
"1500000US170313510002","Block Group 2, Census Tract 3510, Cook County, Illinois","473","102","0","11","473","102",
"1500000US170313510003","Block Group 3, Census Tract 3510, Cook County, Illinois","1318","138","71","34","1247","139",
"1500000US170313511001","Block Group 1, Census Tract 3511, Cook County, Illinois","755","91","8","9","747","92",
"1500000US170313511002","Block Group 2, Census Tract 3511, Cook County, Illinois","4","8","0","11","4","8",
"1500000US170313511003","Block Group 3, Census Tract 3511, Cook County, Illinois","0","11","0","11","0","11",
"1500000US170313514001","Block Group 1, Census Tract 3514, Cook County, Illinois","737","65","54","37","683","75",
"1500000US170313515001","Block Group 1, Census Tract 3515, Cook County, Illinois","0","11","0","11","0","11",
"1500000US170313515002","Block Group 2, Census Tract 3515, Cook County, Illinois","114","36","34","13","80","36",
"1500000US170313602001","Block Group 1, Census Tract 3602, Cook County, Illinois","640","73","16","14","624","75",
"1500000US170313801001","Block Group 1, Census Tract 3801, Cook County, Illinois","895","93","271","64","624","106",
"1500000US170313802001","Block Group 1, Census Tract 3802, Cook County, Illinois","135","50","31","28","104","42",
"1500000US170313802002","Block Group 2, Census Tract 3802, Cook County, Illinois","895","93","129","46","766","86",
"1500000US170313805001","Block Group 1, Census Tract 3805, Cook County, Illinois","297","75","0","11","297","75",
"1500000US170313807001","Block Group 1, Census Tract 3807, Cook County, Illinois","482","83","121","55","361","70",
"1500000US170313812001","Block Group 1, Census Tract 3812, Cook County, Illinois","331","73","116","43","215","65",
"1500000US170313812002","Block Group 2, Census Tract 3812, Cook County, Illinois","714","94","140","62","574","102",
"1500000US170313814001","Block Group 1, Census Tract 3814, Cook County, Illinois","616","78","216","85","400","87",
"1500000US170313815001","Block Group 1, Census Tract 3815, Cook County, Illinois","138","34","3","5","135","34",
"1500000US170313817001","Block Group 1, Census Tract 3817, Cook County, Illinois","0","11","0","11","0","11",
"1500000US170313818001","Block Group 1, Census Tract 3818, Cook County, Illinois","371","71","129","36","242","68",
"1500000US170313818002","Block Group 2, Census Tract 3818, Cook County, Illinois","193","54","17","18","176","52",
"1500000US170313819001","Block Group 1, Census Tract 3819, Cook County, Illinois","322","57","96","31","226","61",
"1500000US170313819002","Block Group 2, Census Tract 3819, Cook County, Illinois","239","56","84","38","155","57",
"1500000US170313901001","Block Group 1, Census Tract 3901, Cook County, Illinois","534","68","174","62","360","73",
"1500000US170313902001","Block Group 1, Census Tract 3902, Cook County, Illinois","592","90","238","77","354","85",
"1500000US170313902002","Block Group 2, Census Tract 3902, Cook County, Illinois","264","71","197","62","67","49",
"1500000US170313903001","Block Group 1, Census Tract 3903, Cook County, Illinois","468","76","56","40","412","71",
"1500000US170313903002","Block Group 2, Census Tract 3903, Cook County, Illinois","838","112","142","59","696","115",
"1500000US170313904001","Block Group 1, Census Tract 3904, Cook County, Illinois","562","112","93","60","469","121",
"1500000US170313904002","Block Group 2, Census Tract 3904, Cook County, Illinois","886","118","211","84","675","103",
"1500000US170313905001","Block Group 1, Census Tract 3905, Cook County, Illinois","786","55","234","54","552","64",
"1500000US170313906001","Block Group 1, Census Tract 3906, Cook County, Illinois","401","76","153","47","248","80",
"1500000US170313906002","Block Group 2, Census Tract 3906, Cook County, Illinois","477","82","211","56","266","82",
"1500000US170313907001","Block Group 1, Census Tract 3907, Cook County, Illinois","884","173","662","149","222","103",
"1500000US170313907002","Block Group 2, Census Tract 3907, Cook County, Illinois","795","187","160","90","635","185",
"1500000US170313907003","Block Group 3, Census Tract 3907, Cook County, Illinois","1658","204","128","74","1530","196",
"1500000US170314003001","Block Group 1, Census Tract 4003, Cook County, Illinois","517","66","174","67","343","65",
"1500000US170314004001","Block Group 1, Census Tract 4004, Cook County, Illinois","449","85","67","36","382","77",
"1500000US170314004002","Block Group 2, Census Tract 4004, Cook County, Illinois","235","74","67","39","168","72",
"1500000US170314005001","Block Group 1, Census Tract 4005, Cook County, Illinois","430","87","45","34","385","82",
"1500000US170314005002","Block Group 2, Census Tract 4005, Cook County, Illinois","351","81","44","28","307","83",
"1500000US170314008001","Block Group 1, Census Tract 4008, Cook County, Illinois","406","90","0","11","406","90",
"1500000US170314008002","Block Group 2, Census Tract 4008, Cook County, Illinois","700","93","70","38","630","103",
"1500000US170314101001","Block Group 1, Census Tract 4101, Cook County, Illinois","498","87","5","11","493","83",
"1500000US170314101002","Block Group 2, Census Tract 4101, Cook County, Illinois","593","78","193","51","400","84",
"1500000US170314102001","Block Group 1, Census Tract 4102, Cook County, Illinois","563","81","104","36","459","83",
"1500000US170314105001","Block Group 1, Census Tract 4105, Cook County, Illinois","494","78","323","70","171","70",
"1500000US170314105002","Block Group 2, Census Tract 4105, Cook County, Illinois","668","91","88","38","580","92",
"1500000US170314106001","Block Group 1, Census Tract 4106, Cook County, Illinois","740","102","215","85","525","124",
"1500000US170314106002","Block Group 2, Census Tract 4106, Cook County, Illinois","378","76","120","43","258","84",
"1500000US170314107001","Block Group 1, Census Tract 4107, Cook County, Illinois","1081","72","353","92","728","86",
"1500000US170314108001","Block Group 1, Census Tract 4108, Cook County, Illinois","633","127","67","35","566","131",
"1500000US170314108002","Block Group 2, Census Tract 4108, Cook County, Illinois","954","130","417","103","537","110",
"1500000US170314109001","Block Group 1, Census Tract 4109, Cook County, Illinois","423","89","262","74","161","76",
"1500000US170314109002","Block Group 2, Census Tract 4109, Cook County, Illinois","340","79","70","37","270","81",
"1500000US170314109003","Block Group 3, Census Tract 4109, Cook County, Illinois","741","101","378","83","363","101",
"1500000US170314110001","Block Group 1, Census Tract 4110, Cook County, Illinois","958","150","309","97","649","144",
"1500000US170314110002","Block Group 2, Census Tract 4110, Cook County, Illinois","229","85","117","39","112","75",
"1500000US170314110003","Block Group 3, Census Tract 4110, Cook County, Illinois","766","113","320","101","446","103",
"1500000US170314111001","Block Group 1, Census Tract 4111, Cook County, Illinois","547","71","314","62","233","71",
"1500000US170314111002","Block Group 2, Census Tract 4111, Cook County, Illinois","416","71","147","54","269","67",
"1500000US170314112001","Block Group 1, Census Tract 4112, Cook County, Illinois","547","56","261","54","286","56",
"1500000US170314112002","Block Group 2, Census Tract 4112, Cook County, Illinois","227","55","139","37","88","56",
"1500000US170314201001","Block Group 1, Census Tract 4201, Cook County, Illinois","709","69","40","26","669","70",
"1500000US170314202001","Block Group 1, Census Tract 4202, Cook County, Illinois","659","60","122","51","537","69",
"1500000US170314203001","Block Group 1, Census Tract 4203, Cook County, Illinois","509","96","139","63","370","89",
"1500000US170314204001","Block Group 1, Census Tract 4204, Cook County, Illinois","649","86","140","74","509","113",
"1500000US170314205001","Block Group 1, Census Tract 4205, Cook County, Illinois","583","106","35","29","548","111",
"1500000US170314205002","Block Group 2, Census Tract 4205, Cook County, Illinois","411","102","94","49","317","102",
"1500000US170314206001","Block Group 1, Census Tract 4206, Cook County, Illinois","317","75","37","34","280","81",
"1500000US170314206002","Block Group 2, Census Tract 4206, Cook County, Illinois","339","95","37","30","302","95",
"1500000US170314207001","Block Group 1, Census Tract 4207, Cook County, Illinois","291","87","14","21","277","86",
"1500000US170314207002","Block Group 2, Census Tract 4207, Cook County, Illinois","179","70","51","42","128","68",
"1500000US170314207003","Block Group 3, Census Tract 4207, Cook County, Illinois","253","80","68","47","185","75",
"1500000US170314207004","Block Group 4, Census Tract 4207, Cook County, Illinois","220","78","43","25","177","75",
"1500000US170314207005","Block Group 5, Census Tract 4207, Cook County, Illinois","225","83","77","49","148","70",
"1500000US170314208001","Block Group 1, Census Tract 4208, Cook County, Illinois","405","78","64","35","341","84",
"1500000US170314208002","Block Group 2, Census Tract 4208, Cook County, Illinois","376","78","108","54","268","68",
"1500000US170314212001","Block Group 1, Census Tract 4212, Cook County, Illinois","243","67","112","59","131","60",
"1500000US170314212002","Block Group 2, Census Tract 4212, Cook County, Illinois","387","67","109","46","278","70",
"1500000US170314301011","Block Group 1, Census Tract 4301.01, Cook County, Illinois","374","116","29","26","345","115",
"1500000US170314301012","Block Group 2, Census Tract 4301.01, Cook County, Illinois","391","124","53","38","338","125",
"1500000US170314301013","Block Group 3, Census Tract 4301.01, Cook County, Illinois","319","152","65","72","254","146",
"1500000US170314301014","Block Group 4, Census Tract 4301.01, Cook County, Illinois","543","154","107","107","436","137",
"1500000US170314301021","Block Group 1, Census Tract 4301.02, Cook County, Illinois","908","181","193","137","715","166",
"1500000US170314301022","Block Group 2, Census Tract 4301.02, Cook County, Illinois","322","134","137","102","185","93",
"1500000US170314301023","Block Group 3, Census Tract 4301.02, Cook County, Illinois","639","138","130","75","509","143",
"1500000US170314302001","Block Group 1, Census Tract 4302, Cook County, Illinois","141","115","48","44","93","100",
"1500000US170314302002","Block Group 2, Census Tract 4302, Cook County, Illinois","248","124","42","44","206","123",
"1500000US170314302003","Block Group 3, Census Tract 4302, Cook County, Illinois","517","169","109","102","408","138",
"1500000US170314302004","Block Group 4, Census Tract 4302, Cook County, Illinois","443","204","102","117","341","169",
"1500000US170314302005","Block Group 5, Census Tract 4302, Cook County, Illinois","854","189","25","29","829","188",
"1500000US170314303001","Block Group 1, Census Tract 4303, Cook County, Illinois","409","97","106","62","303","88",
"1500000US170314303002","Block Group 2, Census Tract 4303, Cook County, Illinois","309","88","49","29","260","90",
"1500000US170314303003","Block Group 3, Census Tract 4303, Cook County, Illinois","146","56","0","11","146","56",
"1500000US170314304001","Block Group 1, Census Tract 4304, Cook County, Illinois","259","68","146","55","113","51",
"1500000US170314304002","Block Group 2, Census Tract 4304, Cook County, Illinois","231","84","72","50","159","73",
"1500000US170314304003","Block Group 3, Census Tract 4304, Cook County, Illinois","266","98","139","72","127","72",
"1500000US170314304004","Block Group 4, Census Tract 4304, Cook County, Illinois","346","100","14","17","332","99",
"1500000US170314305001","Block Group 1, Census Tract 4305, Cook County, Illinois","762","101","48","38","714","105",
"1500000US170314305002","Block Group 2, Census Tract 4305, Cook County, Illinois","551","116","81","50","470","119",
"1500000US170314305003","Block Group 3, Census Tract 4305, Cook County, Illinois","375","99","103","65","272","97",
"1500000US170314306001","Block Group 1, Census Tract 4306, Cook County, Illinois","253","74","68","28","185","74",
"1500000US170314306002","Block Group 2, Census Tract 4306, Cook County, Illinois","475","75","175","54","300","74",
"1500000US170314307001","Block Group 1, Census Tract 4307, Cook County, Illinois","797","120","102","53","695","119",
"1500000US170314307002","Block Group 2, Census Tract 4307, Cook County, Illinois","424","100","160","88","264","105",
"1500000US170314308001","Block Group 1, Census Tract 4308, Cook County, Illinois","349","88","121","41","228","90",
"1500000US170314308002","Block Group 2, Census Tract 4308, Cook County, Illinois","404","92","164","82","240","67",
"1500000US170314309001","Block Group 1, Census Tract 4309, Cook County, Illinois","426","72","112","43","314","66",
"1500000US170314309002","Block Group 2, Census Tract 4309, Cook County, Illinois","253","67","77","33","176","66",
"1500000US170314312001","Block Group 1, Census Tract 4312, Cook County, Illinois","631","106","503","99","128","65",
"1500000US170314312002","Block Group 2, Census Tract 4312, Cook County, Illinois","478","93","343","78","135","60",
"1500000US170314313011","Block Group 1, Census Tract 4313.01, Cook County, Illinois","143","75","30","26","113","69",
"1500000US170314313012","Block Group 2, Census Tract 4313.01, Cook County, Illinois","585","118","102","59","483","108",
"1500000US170314313013","Block Group 3, Census Tract 4313.01, Cook County, Illinois","517","140","65","60","452","135",
"1500000US170314313021","Block Group 1, Census Tract 4313.02, Cook County, Illinois","484","127","38","37","446","125",
"1500000US170314313022","Block Group 2, Census Tract 4313.02, Cook County, Illinois","302","100","36","32","266","97",
"1500000US170314313023","Block Group 3, Census Tract 4313.02, Cook County, Illinois","623","122","76","56","547","115",
"1500000US170314314001","Block Group 1, Census Tract 4314, Cook County, Illinois","1575","186","372","122","1203","200",
"1500000US170314314002","Block Group 2, Census Tract 4314, Cook County, Illinois","655","169","52","62","603","171",
"1500000US170314314003","Block Group 3, Census Tract 4314, Cook County, Illinois","885","160","194","100","691","147",
"1500000US170314314004","Block Group 4, Census Tract 4314, Cook County, Illinois","188","79","0","11","188","79",
"1500000US170314401011","Block Group 1, Census Tract 4401.01, Cook County, Illinois","626","133","103","78","523","133",
"1500000US170314401012","Block Group 2, Census Tract 4401.01, Cook County, Illinois","413","126","71","66","342","122",
"1500000US170314401013","Block Group 3, Census Tract 4401.01, Cook County, Illinois","107","51","26","25","81","50",
"1500000US170314401014","Block Group 4, Census Tract 4401.01, Cook County, Illinois","398","106","70","51","328","107",
"1500000US170314401021","Block Group 1, Census Tract 4401.02, Cook County, Illinois","613","120","80","61","533","119",
"1500000US170314401022","Block Group 2, Census Tract 4401.02, Cook County, Illinois","269","87","129","75","140","69",
"1500000US170314401023","Block Group 3, Census Tract 4401.02, Cook County, Illinois","406","109","16","24","390","108",
"1500000US170314401024","Block Group 4, Census Tract 4401.02, Cook County, Illinois","357","106","8","13","349","105",
"1500000US170314402011","Block Group 1, Census Tract 4402.01, Cook County, Illinois","661","176","122","80","539","165",
"1500000US170314402012","Block Group 2, Census Tract 4402.01, Cook County, Illinois","633","201","94","58","539","197",
"1500000US170314402013","Block Group 3, Census Tract 4402.01, Cook County, Illinois","246","104","93","68","153","79",
"1500000US170314402014","Block Group 4, Census Tract 4402.01, Cook County, Illinois","815","192","13","21","802","196",
"1500000US170314402021","Block Group 1, Census Tract 4402.02, Cook County, Illinois","582","121","189","71","393","111",
"1500000US170314402022","Block Group 2, Census Tract 4402.02, Cook County, Illinois","765","138","143","71","622","127",
"1500000US170314402023","Block Group 3, Census Tract 4402.02, Cook County, Illinois","256","71","205","63","51","47",
"1500000US170314403001","Block Group 1, Census Tract 4403, Cook County, Illinois","348","119","158","57","190","115",
"1500000US170314403002","Block Group 2, Census Tract 4403, Cook County, Illinois","617","124","367","103","250","119",
"1500000US170314403003","Block Group 3, Census Tract 4403, Cook County, Illinois","288","76","206","78","82","62",
"1500000US170314403004","Block Group 4, Census Tract 4403, Cook County, Illinois","394","118","220","85","174","86",
"1500000US170314403005","Block Group 5, Census Tract 4403, Cook County, Illinois","393","106","180","81","213","104",
"1500000US170314406001","Block Group 1, Census Tract 4406, Cook County, Illinois","340","56","289","51","51","51",
"1500000US170314406002","Block Group 2, Census Tract 4406, Cook County, Illinois","455","66","394","71","61","37",
"1500000US170314407001","Block Group 1, Census Tract 4407, Cook County, Illinois","268","58","168","51","100","50",
"1500000US170314407002","Block Group 2, Census Tract 4407, Cook County, Illinois","355","54","300","51","55","33",
"1500000US170314408001","Block Group 1, Census Tract 4408, Cook County, Illinois","335","59","98","40","237","58",
"1500000US170314408002","Block Group 2, Census Tract 4408, Cook County, Illinois","455","62","92","44","363","76",
"1500000US170314409001","Block Group 1, Census Tract 4409, Cook County, Illinois","308","81","153","66","155","66",
"1500000US170314409002","Block Group 2, Census Tract 4409, Cook County, Illinois","250","73","74","41","176","66",
"1500000US170314409003","Block Group 3, Census Tract 4409, Cook County, Illinois","339","93","247","71","92","66",
"1500000US170314503001","Block Group 1, Census Tract 4503, Cook County, Illinois","535","88","365","75","170","81",
"1500000US170314503002","Block Group 2, Census Tract 4503, Cook County, Illinois","274","70","193","58","81","52",
"1500000US170314503003","Block Group 3, Census Tract 4503, Cook County, Illinois","447","93","347","82","100","61",
"1500000US170314503004","Block Group 4, Census Tract 4503, Cook County, Illinois","217","64","141","49","76","47",
"1500000US170314601001","Block Group 1, Census Tract 4601, Cook County, Illinois","432","95","188","78","244","79",
"1500000US170314601002","Block Group 2, Census Tract 4601, Cook County, Illinois","308","91","100","65","208","84",
"1500000US170314601003","Block Group 3, Census Tract 4601, Cook County, Illinois","191","64","49","36","142","64",
"1500000US170314601004","Block Group 4, Census Tract 4601, Cook County, Illinois","360","96","116","51","244","91",
"1500000US170314602001","Block Group 1, Census Tract 4602, Cook County, Illinois","276","82","71","56","205","72",
"1500000US170314602002","Block Group 2, Census Tract 4602, Cook County, Illinois","509","116","153","69","356","100",
"1500000US170314603011","Block Group 1, Census Tract 4603.01, Cook County, Illinois","449","103","244","76","205","90",
"1500000US170314603012","Block Group 2, Census Tract 4603.01, Cook County, Illinois","311","100","223","90","88","71",
"1500000US170314603013","Block Group 3, Census Tract 4603.01, Cook County, Illinois","281","117","76","59","205","110",
"1500000US170314603021","Block Group 1, Census Tract 4603.02, Cook County, Illinois","251","94","81","46","170","95",
"1500000US170314603022","Block Group 2, Census Tract 4603.02, Cook County, Illinois","169","67","71","48","98","55",
"1500000US170314603023","Block Group 3, Census Tract 4603.02, Cook County, Illinois","266","99","135","80","131","68",
"1500000US170314603024","Block Group 4, Census Tract 4603.02, Cook County, Illinois","467","131","57","41","410","133",
"1500000US170314604001","Block Group 1, Census Tract 4604, Cook County, Illinois","431","107","114","63","317","105",
"1500000US170314604002","Block Group 2, Census Tract 4604, Cook County, Illinois","269","107","142","69","127","78",
"1500000US170314604003","Block Group 3, Census Tract 4604, Cook County, Illinois","295","84","189","71","106","55",
"1500000US170314604004","Block Group 4, Census Tract 4604, Cook County, Illinois","312","101","179","76","133","61",
"1500000US170314605001","Block Group 1, Census Tract 4605, Cook County, Illinois","203","102","71","43","132","93",
"1500000US170314605002","Block Group 2, Census Tract 4605, Cook County, Illinois","311","96","265","90","46","38",
"1500000US170314605003","Block Group 3, Census Tract 4605, Cook County, Illinois","387","142","313","123","74","86",
"1500000US170314605004","Block Group 4, Census Tract 4605, Cook County, Illinois","300","133","170","97","130","104",
"1500000US170314605005","Block Group 5, Census Tract 4605, Cook County, Illinois","178","68","163","63","15","23",
"1500000US170314605006","Block Group 6, Census Tract 4605, Cook County, Illinois","316","122","173","81","143","98",
"1500000US170314605007","Block Group 7, Census Tract 4605, Cook County, Illinois","467","157","266","121","201","122",
"1500000US170314606001","Block Group 1, Census Tract 4606, Cook County, Illinois","389","41","178","51","211","51",
"1500000US170314607001","Block Group 1, Census Tract 4607, Cook County, Illinois","348","100","12","16","336","98",
"1500000US170314607002","Block Group 2, Census Tract 4607, Cook County, Illinois","241","93","35","36","206","88",
"1500000US170314607003","Block Group 3, Census Tract 4607, Cook County, Illinois","240","90","53","45","187","76",
"1500000US170314610001","Block Group 1, Census Tract 4610, Cook County, Illinois","868","74","131","63","737","83",
"1500000US170314701001","Block Group 1, Census Tract 4701, Cook County, Illinois","335","99","173","54","162","88",
"1500000US170314701002","Block Group 2, Census Tract 4701, Cook County, Illinois","627","102","305","73","322","90",
"1500000US170314801001","Block Group 1, Census Tract 4801, Cook County, Illinois","452","68","298","56","154","61",
"1500000US170314801002","Block Group 2, Census Tract 4801, Cook County, Illinois","418","53","391","54","27","22",
"1500000US170314802001","Block Group 1, Census Tract 4802, Cook County, Illinois","279","57","114","41","165","55",
"1500000US170314802002","Block Group 2, Census Tract 4802, Cook County, Illinois","312","53","220","58","92","36",
"1500000US170314803001","Block Group 1, Census Tract 4803, Cook County, Illinois","399","60","241","53","158","60",
"1500000US170314803002","Block Group 2, Census Tract 4803, Cook County, Illinois","155","49","129","48","26","21",
"1500000US170314804001","Block Group 1, Census Tract 4804, Cook County, Illinois","271","85","271","85","0","11",
"1500000US170314804002","Block Group 2, Census Tract 4804, Cook County, Illinois","195","75","155","61","40","63",
"1500000US170314804003","Block Group 3, Census Tract 4804, Cook County, Illinois","518","127","407","115","111","73",
"1500000US170314804004","Block Group 4, Census Tract 4804, Cook County, Illinois","460","106","350","100","110","65",
"1500000US170314804005","Block Group 5, Census Tract 4804, Cook County, Illinois","255","74","255","74","0","11",
"1500000US170314804006","Block Group 6, Census Tract 4804, Cook County, Illinois","327","88","327","88","0","11",
"1500000US170314804007","Block Group 7, Census Tract 4804, Cook County, Illinois","372","111","359","108","13","21",
"1500000US170314805001","Block Group 1, Census Tract 4805, Cook County, Illinois","378","83","285","71","93","66",
"1500000US170314805002","Block Group 2, Census Tract 4805, Cook County, Illinois","343","92","215","72","128","79",
"1500000US170314805003","Block Group 3, Census Tract 4805, Cook County, Illinois","352","69","255","66","97","51",
"1500000US170314903001","Block Group 1, Census Tract 4903, Cook County, Illinois","583","65","417","76","166","55",
"1500000US170314903002","Block Group 2, Census Tract 4903, Cook County, Illinois","309","58","265","54","44","35",
"1500000US170314904001","Block Group 1, Census Tract 4904, Cook County, Illinois","381","44","312","37","69","36",
"1500000US170314905001","Block Group 1, Census Tract 4905, Cook County, Illinois","283","66","193","78","90","45",
"1500000US170314905002","Block Group 2, Census Tract 4905, Cook County, Illinois","504","69","388","66","116","49",
"1500000US170314906001","Block Group 1, Census Tract 4906, Cook County, Illinois","569","52","465","67","104","50",
"1500000US170314907001","Block Group 1, Census Tract 4907, Cook County, Illinois","216","59","207","58","9","14",
"1500000US170314907002","Block Group 2, Census Tract 4907, Cook County, Illinois","247","78","102","44","145","82",
"1500000US170314907003","Block Group 3, Census Tract 4907, Cook County, Illinois","466","77","373","76","93","54",
"1500000US170314908001","Block Group 1, Census Tract 4908, Cook County, Illinois","358","85","261","61","97","64",
"1500000US170314908002","Block Group 2, Census Tract 4908, Cook County, Illinois","279","84","246","83","33","32",
"1500000US170314908003","Block Group 3, Census Tract 4908, Cook County, Illinois","341","88","190","83","151","76",
"1500000US170314908004","Block Group 4, Census Tract 4908, Cook County, Illinois","210","70","152","54","58","53",
"1500000US170314908005","Block Group 5, Census Tract 4908, Cook County, Illinois","213","81","131","63","82","61",
"1500000US170314909011","Block Group 1, Census Tract 4909.01, Cook County, Illinois","696","128","132","61","564","125",
"1500000US170314909012","Block Group 2, Census Tract 4909.01, Cook County, Illinois","383","108","84","38","299","108",
"1500000US170314909013","Block Group 3, Census Tract 4909.01, Cook County, Illinois","456","124","107","63","349","135",
"1500000US170314909021","Block Group 1, Census Tract 4909.02, Cook County, Illinois","371","111","282","96","89","89",
"1500000US170314909022","Block Group 2, Census Tract 4909.02, Cook County, Illinois","832","169","395","134","437","156",
"1500000US170314909023","Block Group 3, Census Tract 4909.02, Cook County, Illinois","345","98","289","92","56","44",
"1500000US170314909024","Block Group 4, Census Tract 4909.02, Cook County, Illinois","364","99","216","95","148","85",
"1500000US170314910001","Block Group 1, Census Tract 4910, Cook County, Illinois","171","79","93","55","78","67",
"1500000US170314910002","Block Group 2, Census Tract 4910, Cook County, Illinois","304","95","98","48","206","85",
"1500000US170314910003","Block Group 3, Census Tract 4910, Cook County, Illinois","130","44","108","48","22","23",
"1500000US170314910004","Block Group 4, Census Tract 4910, Cook County, Illinois","277","78","178","63","99","66",
"1500000US170314910005","Block Group 5, Census Tract 4910, Cook County, Illinois","435","104","203","71","232","91",
"1500000US170314911001","Block Group 1, Census Tract 4911, Cook County, Illinois","233","80","174","71","59","54",
"1500000US170314911002","Block Group 2, Census Tract 4911, Cook County, Illinois","260","67","198","63","62","58",
"1500000US170314911003","Block Group 3, Census Tract 4911, Cook County, Illinois","341","76","255","80","86","55",
"1500000US170314911004","Block Group 4, Census Tract 4911, Cook County, Illinois","324","89","249","76","75","61",
"1500000US170314911005","Block Group 5, Census Tract 4911, Cook County, Illinois","334","79","282","78","52","44",
"1500000US170314912001","Block Group 1, Census Tract 4912, Cook County, Illinois","307","82","164","58","143","77",
"1500000US170314912002","Block Group 2, Census Tract 4912, Cook County, Illinois","226","62","175","54","51","36",
"1500000US170314912003","Block Group 3, Census Tract 4912, Cook County, Illinois","264","60","165","58","99","48",
"1500000US170314913001","Block Group 1, Census Tract 4913, Cook County, Illinois","238","73","80","43","158","70",
"1500000US170314913002","Block Group 2, Census Tract 4913, Cook County, Illinois","139","60","72","45","67","52",
"1500000US170314913003","Block Group 3, Census Tract 4913, Cook County, Illinois","219","64","62","38","157","64",
"1500000US170314913004","Block Group 4, Census Tract 4913, Cook County, Illinois","161","50","99","39","62","40",
"1500000US170314914001","Block Group 1, Census Tract 4914, Cook County, Illinois","361","111","21","24","340","110",
"1500000US170314914002","Block Group 2, Census Tract 4914, Cook County, Illinois","286","113","64","56","222","97",
"1500000US170314914003","Block Group 3, Census Tract 4914, Cook County, Illinois","454","99","202","62","252","103",
"1500000US170315001001","Block Group 1, Census Tract 5001, Cook County, Illinois","266","69","213","63","53","43",
"1500000US170315001002","Block Group 2, Census Tract 5001, Cook County, Illinois","249","75","249","75","0","11",
"1500000US170315001003","Block Group 3, Census Tract 5001, Cook County, Illinois","315","75","247","67","68","50",
"1500000US170315001004","Block Group 4, Census Tract 5001, Cook County, Illinois","575","108","38","46","537","108",
"1500000US170315002001","Block Group 1, Census Tract 5002, Cook County, Illinois","536","82","201","62","335","84",
"1500000US170315002002","Block Group 2, Census Tract 5002, Cook County, Illinois","213","71","111","66","102","53",
"1500000US170315003001","Block Group 1, Census Tract 5003, Cook County, Illinois","334","73","128","45","206","72",
"1500000US170315003002","Block Group 2, Census Tract 5003, Cook County, Illinois","427","75","237","49","190","74",
"1500000US170315101001","Block Group 1, Census Tract 5101, Cook County, Illinois","380","96","253","73","127","65",
"1500000US170315101002","Block Group 2, Census Tract 5101, Cook County, Illinois","587","102","429","100","158","72",
"1500000US170315102001","Block Group 1, Census Tract 5102, Cook County, Illinois","249","75","194","59","55","51",
"1500000US170315102002","Block Group 2, Census Tract 5102, Cook County, Illinois","391","68","223","58","168","61",
"1500000US170315102003","Block Group 3, Census Tract 5102, Cook County, Illinois","412","79","274","67","138","65",
"1500000US170315103001","Block Group 1, Census Tract 5103, Cook County, Illinois","518","95","397","91","121","71",
"1500000US170315103002","Block Group 2, Census Tract 5103, Cook County, Illinois","422","94","320","71","102","73",
